id_person1,id_person2
673ef5fb735b90b456001234,673ef5fcda94be6d2b001234
673ef5fba3f390d88e001234,673ef5fca2f0474539001234
673ef5fba3f390d88e001234,673ef5fc417fbbf2e9001234
673ef5fba3f390d88e001234,673ef5fbb706835de7001234
673ef5fbe2c420d928001234,673ef5fcc182f930a0001234
673ef5fb32bb90e897001234,673ef5fca19acd7d26001234
673ef5fbd2ddea18f0001234,673ef5fc6516c28727001234
673ef5fbd2ddea18f0001234,673ef5fb3b3dbaf685001234
673ef5fbad61ab1432001234,673ef5fb6c3cf77d52001234
673ef5fbd09bf41544001234,673ef5fc2d1ef8f39d001234
673ef5fbfbd7939d67001234,673ef5fb24896ee4c6001234
673ef5fb28dd2c7955001234,673ef5fcd15426b9c3001234
673ef5fb35f4a8d465001234,673ef5fbab1a4d0dd4001234
673ef5fbd1fe173d08001234,673ef5fcf26dab9bf6001234
673ef5fb43ec517d68001234,673ef5fb4122cb13c7001234
673ef5fb9778d5d219001234,673ef5fbd82c8d1619001234
673ef5fb9778d5d219001234,673ef5fcbe53d253d6001234
673ef5fbfe9fc289c3001234,673ef5fcdc36f18a9a001234
673ef5fb3ef815416f001234,673ef5fcbeb22abb9e001234
673ef5fb3ef815416f001234,673ef5fc453fadbd8a001234
673ef5fb3ef815416f001234,673ef5fc9a4400501f001234
673ef5fb2a38a4a931001234,673ef5fb54072f485c001234
673ef5fb2a38a4a931001234,673ef5fcc731077c04001234
673ef5fb2a38a4a931001234,673ef5fc831b1ac54c001234
673ef5fb7647966b73001234,673ef5fb6395ebd0f4001234
673ef5fb8613985ec4001234,673ef5fba9a6653e48001234
673ef5fb8613985ec4001234,673ef5fb069d3bb002001234
673ef5fb54229abfcf001234,673ef5fcdca49d1a59001234
673ef5fb92cc227532001234,673ef5fcc2073ffa77001234
673ef5fb98dce83da5001234,673ef5fcf26dab9bf6001234
673ef5fb98dce83da5001234,673ef5fbf899139df5001234
673ef5fbf4b9ec30ad001234,673ef5fcbfd2308e9e001234
673ef5fbf4b9ec30ad001234,673ef5fb6b180037ab001234
673ef5fbf4b9ec30ad001234,673ef5fc1c54985e4f001234
673ef5fb812b4ba287001234,673ef5fc16026d60ff001234
673ef5fb812b4ba287001234,673ef5fc2d13dd919b001234
673ef5fbac627ab1cc001234,673ef5fcdc6e224a8d001234
673ef5fbac627ab1cc001234,673ef5fc5b6ba13f79001234
673ef5fbf899139df5001234,673ef5fca1f0cf9451001234
673ef5fb38b3eff8ba001234,673ef5fcaba22f748b001234
673ef5fb38b3eff8ba001234,673ef5fba3c65c2974001234
673ef5fbec8956637a001234,673ef5fb7bcdf75ad2001234
673ef5fbec8956637a001234,673ef5fbafe434653a001234
673ef5fb6974ce5ac6001234,673ef5fb32b30a250a001234
673ef5fb6974ce5ac6001234,673ef5fc32e05616c8001234
673ef5fbc9e1074f5b001234,673ef5fc5f245ebebc001234
673ef5fbc9e1074f5b001234,673ef5fbfc8001f834001234
673ef5fbc9e1074f5b001234,673ef5fb7d04bbbe54001234
673ef5fbf0935e4cd5001234,673ef5fc8d55a249e6001234
673ef5fbf0935e4cd5001234,673ef5fcf976b57bb9001234
673ef5fba97da629b0001234,673ef5fc13d2b7361a001234
673ef5fba97da629b0001234,673ef5fc88ccf9a98e001234
673ef5fba97da629b0001234,673ef5fc4ebd440d99001234
673ef5fba3c65c2974001234,673ef5fc280cf18baf001234
673ef5fba3c65c2974001234,673ef5fcd2e9dd9dcd001234
673ef5fb5f93f98352001234,673ef5fb8eefcfdf59001234
673ef5fb698d51a19d001234,673ef5fb6cd67d9b6f001234
673ef5fb7f6ffaa6bb001234,673ef5fcae3539867a001234
673ef5fb73278a4a86001234,673ef5fc7d411dca73001234
673ef5fb2b44928ae1001234,673ef5fc9e82757e9a001234
673ef5fbc45147dee7001234,673ef5fc8c96a3d5e1001234
673ef5fb5ef059938b001234,673ef5fc2668a71059001234
673ef5fb5ef059938b001234,673ef5fc55a0ce8200001234
673ef5fb07e1cd7dca001234,673ef5fc10c66082c1001234
673ef5fbda4fb5c6e9001234,673ef5fca9b4ec2eb4001234
673ef5fbda4fb5c6e9001234,673ef5fc995f5e0389001234
673ef5fba0a080f42e001234,673ef5fcce052ea95d001234
673ef5fba0a080f42e001234,673ef5fca4d5fad84e001234
673ef5fbc8ffe9a587001234,673ef5fcf01acd85b5001234
673ef5fbc8ffe9a587001234,673ef5fc543bec10c8001234
673ef5fb069059b7ef001234,673ef5fce7a425c6ec001234
673ef5fbec5decca5e001234,673ef5fb9ad6aaed51001234
673ef5fb76dc611d6e001234,673ef5fc96f2d6069d001234
673ef5fb76dc611d6e001234,673ef5fcd0fb963ff9001234
673ef5fbd1f491a404001234,673ef5fc61d77652c9001234
673ef5fb65ded5353c001234,673ef5fc65d2ea0342001234
673ef5fb9fc3d7152b001234,673ef5fb218a0aefd1001234
673ef5fb02522a2b27001234,673ef5fc971eb27c63001234
673ef5fb02522a2b27001234,673ef5fcab73148878001234
673ef5fb02522a2b27001234,673ef5fc326fb04c3a001234
673ef5fb42a0e188f5001234,673ef5fc61f3a6dbc9001234
673ef5fb42a0e188f5001234,673ef5fc721e049e99001234
673ef5fb42a0e188f5001234,673ef5fcd20be76a86001234
673ef5fb3988c7f88e001234,673ef5fc54e36c5ff5001234
673ef5fb3988c7f88e001234,673ef5fcfcd11da01e001234
673ef5fb013d407166001234,673ef5fc6d7d394c9d001234
673ef5fbe00da03b68001234,673ef5fc4996dcc43b001234
673ef5fb0f28b5d49b001234,673ef5fcdba31bb5c7001234
673ef5fb2b24d49505001234,673ef5fcb691334ccf001234
673ef5fbf2217062e9001234,673ef5fc5a4be1fa34001234
673ef5fba8f15eda80001234,673ef5fbc6bff625bd001234
673ef5fbb3e3e393c7001234,673ef5fc149815eb97001234
673ef5fbb3e3e393c7001234,673ef5fcb4568df260001234
673ef5fb1d7f7abc18001234,673ef5fc2f89148533001234
673ef5fb2a79ea27c2001234,673ef5fc662a2e9616001234
673ef5fb1c9ac0159c001234,673ef5fc619205da51001234
673ef5fb6c4b761a28001234,673ef5fc350a3797ca001234
673ef5fb0640966322001234,673ef5fcf1981e4bd8001234
673ef5fb140f6969d5001234,673ef5fbb1563a78ec001234
673ef5fb140f6969d5001234,673ef5fc8dd291cbea001234
673ef5fb82aa4b0af3001234,673ef5fc92f54963fc001234
673ef5fb82aa4b0af3001234,673ef5fc980b2e71a1001234
673ef5fbfa7cdfad1a001234,673ef5fc3eae62bba9001234
673ef5fb9766527f2b001234,673ef5fc515ab26c13001234
673ef5fb006f52e910001234,673ef5fc798ed7d4ee001234
673ef5fb006f52e910001234,673ef5fceeaebbffb5001234
673ef5fb149e9677a5001234,673ef5fbe836d813fd001234
673ef5fba4a042cf4f001234,673ef5fb115f895031001234
673ef5fb1ff8a7b5dc001234,673ef5fc08048a9c56001234
673ef5fb1ff8a7b5dc001234,673ef5fc98afdcc1eb001234
673ef5fbf7e6c85504001234,673ef5fc55479c55eb001234
673ef5fbf7e6c85504001234,673ef5fc8d8818c8e1001234
673ef5fb8216124282001234,673ef5fb86109d400f001234
673ef5fb8216124282001234,673ef5fcc6a01432c8001234
673ef5fb38af86134b001234,673ef5fc8f97d1d7e0001234
673ef5fb38af86134b001234,673ef5fc8336041a68001234
673ef5fb96da2f590c001234,673ef5fcb53477c282001234
673ef5fb8f53295a73001234,673ef5fbd736bb10d8001234
673ef5fbfc22130974001234,673ef5fb25b2822c2f001234
673ef5fbfc22130974001234,673ef5fdad5ab36761001234
673ef5fb4c5bde74a8001234,673ef5fcb090409688001234
673ef5fb6cdd60ea00001234,673ef5fcefb76cff97001234
673ef5fbeecca5b636001234,673ef5fba9078e8653001234
673ef5fbeecca5b636001234,673ef5fcb5a1d92522001234
673ef5fb31fefc0e57001234,673ef5fc6adbe8b2ab001234
673ef5fb31fefc0e57001234,673ef5fc5a5eab21ca001234
673ef5fba2557a7b2e001234,673ef5fcadf854f418001234
673ef5fba2557a7b2e001234,673ef5fb1fc214004c001234
673ef5fbcfecdb276f001234,673ef5fc7c4ede33a6001234
673ef5fbcfecdb276f001234,673ef5fbd09bf41544001234
673ef5fb0aa1883c64001234,673ef5fc4cc5400e63001234
673ef5fb0aa1883c64001234,673ef5fb6faa8040da001234
673ef5fb58a2fc6ed3001234,673ef5fc3fb04953d9001234
673ef5fb58a2fc6ed3001234,673ef5fc9a86d531e1001234
673ef5fb58a2fc6ed3001234,673ef5fc86c4ad5276001234
673ef5fbbd686fd640001234,673ef5fc03c874ab55001234
673ef5fbbd686fd640001234,673ef5fcc182f930a0001234
673ef5fba597e50502001234,673ef5fc5e7d00134b001234
673ef5fba597e50502001234,673ef5fc7fcc48d228001234
673ef5fb0336dcbab0001234,673ef5fb3e89ebdb49001234
673ef5fb084b6fbb10001234,673ef5fcc6a01432c8001234
673ef5fb0e65972dce001234,673ef5fb10a5ab2db3001234
673ef5fb3644a684f9001234,673ef5fc70b8fe0901001234
673ef5fb3644a684f9001234,673ef5fc9e95248d9b001234
673ef5fb3644a684f9001234,673ef5fc818de4d2ec001234
673ef5fb757b505cfd001234,673ef5fbe5e63da79f001234
673ef5fb757b505cfd001234,673ef5fc4ae67a7dd7001234
673ef5fb854d6fae5e001234,673ef5fc95c8f422f9001234
673ef5fb274ad4786c001234,673ef5fc3f900db260001234
673ef5fbeae27d77ca001234,673ef5fc5c971edc0c001234
673ef5fb69adc1e107001234,673ef5fb47d1e99058001234
673ef5fb091d584fce001234,673ef5fc8fd7f981e1001234
673ef5fbb1d10e7baf001234,673ef5fc7ae11af208001234
673ef5fbb1d10e7baf001234,673ef5fc75a7e9d830001234
673ef5fb6f3ef77ac0001234,673ef5fcbba6bca05f001234
673ef5fb6f3ef77ac0001234,673ef5fcadf854f418001234
673ef5fb6f3ef77ac0001234,673ef5fbe4bb4c5173001234
673ef5fbeb16372791001234,673ef5fb087408522c001234
673ef5fbeb16372791001234,673ef5fcc10f48884c001234
673ef5fb979d472a84001234,673ef5fcbd43025708001234
673ef5fb63dc7ed101001234,673ef5fcd8c9d05ec6001234
673ef5fb060ad92489001234,673ef5fc63c6598e9d001234
673ef5fbbcbe3365e6001234,673ef5fc37d0b499fb001234
673ef5fbbcbe3365e6001234,673ef5fc68d3743587001234
673ef5fb115f895031001234,673ef5fcc4c455df3c001234
673ef5fb115f895031001234,673ef5fc9873eaad15001234
673ef5fb13fe9d8431001234,673ef5fcf29a179746001234
673ef5fbd1c38a09ac001234,673ef5fc20cf775fa6001234
673ef5fb9cfdf10e8f001234,673ef5fc310366dd6f001234
673ef5fb705f217283001234,673ef5fced277964a8001234
673ef5fb705f217283001234,673ef5fc240c945bb7001234
673ef5fb705f217283001234,673ef5fc055e31fa43001234
673ef5fb74db120f0a001234,673ef5fc1819932ff5001234
673ef5fb57aeee35c9001234,673ef5fc59b1deff34001234
673ef5fb6da9003b74001234,673ef5fb4e0928de07001234
673ef5fb9b04d15284001234,673ef5fc1138d90ef0001234
673ef5fbbe83ab3ecd001234,673ef5fc8b4224068a001234
673ef5fbbe83ab3ecd001234,673ef5fce7dfca01f3001234
673ef5fbbe83ab3ecd001234,673ef5fc05a7045451001234
673ef5fbe165421110001234,673ef5fbff49cc40a8001234
673ef5fb289dff0766001234,673ef5fb7504adad8b001234
673ef5fb539fd53b59001234,673ef5fbfa14d4fe2f001234
673ef5fb539fd53b59001234,673ef5fce23b16e833001234
673ef5fb539fd53b59001234,673ef5fbf8c1f23d6a001234
673ef5fb555d6702c9001234,673ef5fb4fa7c62536001234
673ef5fbe4a6222cdb001234,673ef5fb13f320e7b5001234
673ef5fbcb70ab3756001234,673ef5fc79385312db001234
673ef5fbcb70ab3756001234,673ef5fc299570476c001234
673ef5fb9188905e74001234,673ef5fc8bb88f80d3001234
673ef5fb9188905e74001234,673ef5fc1359aa933b001234
673ef5fb9188905e74001234,673ef5fb67d16d0020001234
673ef5fb3cec07e9ba001234,673ef5fc72fe6f9fda001234
673ef5fb621bf66ddb001234,673ef5fcf1daf122cd001234
673ef5fb077e29b11b001234,673ef5fcd630553e32001234
673ef5fb077e29b11b001234,673ef5fb45fbc6d3e0001234
673ef5fb6c9882bbac001234,673ef5fc4c5bcfec85001234
673ef5fb19f3cd308f001234,673ef5fc243facb295001234
673ef5fb03c6b06952001234,673ef5fcd6317f8052001234
673ef5fbc52f1bd66c001234,673ef5fc3bc71faebe001234
673ef5fbc52f1bd66c001234,673ef5fca68259547f001234
673ef5fb502e4a1693001234,673ef5fc9627c45df5001234
673ef5fb502e4a1693001234,673ef5fcf461285987001234
673ef5fb36660e5985001234,673ef5fcad4cc1fb9b001234
673ef5fb8c19f571e2001234,673ef5fcee38984767001234
673ef5fbd6baf65e0b001234,673ef5fcb0eb9a95e8001234
673ef5fbe56954b4f6001234,673ef5fb5055cbf43f001234
673ef5fbe56954b4f6001234,673ef5fbfc2c7c47b9001234
673ef5fbe56954b4f6001234,673ef5fc576d026223001234
673ef5fbf7664060cc001234,673ef5fcaf3303f852001234
673ef5fbeda80a3d5b001234,673ef5fb9f396fe44e001234
673ef5fbeda80a3d5b001234,673ef5fc085ccaddbd001234
673ef5fb39059724f7001234,673ef5fc5abdf8b852001234
673ef5fb39059724f7001234,673ef5fc1b69ebedb5001234
673ef5fb4734ba6f3d001234,673ef5fc926c11cc05001234
673ef5fb4734ba6f3d001234,673ef5fb85422afb46001234
673ef5fb63923f49e5001234,673ef5fca431d70133001234
673ef5fb07cdfd2337001234,673ef5fcf816dc0acf001234
673ef5fb07cdfd2337001234,673ef5fb3435c378bb001234
673ef5fb07cdfd2337001234,673ef5fcadd217938e001234
673ef5fbd395771085001234,673ef5fcbd853b475d001234
673ef5fb92c8c96e4c001234,673ef5fc457ded6f20001234
673ef5fbe3796ae838001234,673ef5fbfcdf25d6e1001234
673ef5fbe3796ae838001234,673ef5fc81e3225c6a001234
673ef5fb6a9aeddfc6001234,673ef5fc077fd57e57001234
673ef5fb6a9aeddfc6001234,673ef5fce3b6fb0fd4001234
673ef5fb0f49c89d1e001234,673ef5fb8d34201a5b001234
673ef5fb0e01938fc4001234,673ef5fbcc1aa43627001234
673ef5fb48aedb8880001234,673ef5fb3210ddbeaa001234
673ef5fb839ab46820001234,673ef5fb9701a1c165001234
673ef5fb839ab46820001234,673ef5fb285f89b802001234
673ef5fb6883966fd8001234,673ef5fc765d5fb115001234
673ef5fb49182f81e6001234,673ef5fcda974f5eba001234
673ef5fb49182f81e6001234,673ef5fc074177d3eb001234
673ef5fbd296c101da001234,673ef5fcf81dee4258001234
673ef5fbd296c101da001234,673ef5fca70dc40477001234
673ef5fbd296c101da001234,673ef5fc566a9968b4001234
673ef5fb9fd81843ad001234,673ef5fbfc49306d97001234
673ef5fb26e359e838001234,673ef5fcad8e88c0f7001234
673ef5fb26e359e838001234,673ef5fc4110a19944001234
673ef5fb94f6d7e04a001234,673ef5fc21be9a4bd4001234
673ef5fb94f6d7e04a001234,673ef5fc77340c2e00001234
673ef5fb34ed066df3001234,673ef5fc417fbbf2e9001234
673ef5fb577bcc914f001234,673ef5fcbe767243ca001234
673ef5fb11b9842e0a001234,673ef5fcad7ed5d47b001234
673ef5fb11b9842e0a001234,673ef5fcf900afc719001234
673ef5fb496e05e1ae001234,673ef5fc887a185b1a001234
673ef5fb496e05e1ae001234,673ef5fca941493eee001234
673ef5fb496e05e1ae001234,673ef5fcd3e2e8f631001234
673ef5fba8c88a0055001234,673ef5fbc0a271bc0e001234
673ef5fbeddea82ad2001234,673ef5fb07e1cd7dca001234
673ef5fbeddea82ad2001234,673ef5fc8d8818c8e1001234
673ef5fb950a4152c2001234,673ef5fc20125fd9b2001234
673ef5fb950a4152c2001234,673ef5fcb59a51a3c0001234
673ef5fb950a4152c2001234,673ef5fcc5f441cd5f001234
673ef5fbad13a2a07c001234,673ef5fc4217403758001234
673ef5fbad13a2a07c001234,673ef5fc9715d04413001234
673ef5fb3fe94a0023001234,673ef5fc88ef51f0bf001234
673ef5fb3fe94a0023001234,673ef5fc1d54c76f48001234
673ef5fb432aca3a1e001234,673ef5fcb6617980ce001234
673ef5fb432aca3a1e001234,673ef5fcaea94dc1e6001234
673ef5fb8d3bba7425001234,673ef5fc2288f691b5001234
673ef5fb320722549d001234,673ef5fcbbaa9d6a14001234
673ef5fbcaf1a3dfb5001234,673ef5fc2ba61cc3a8001234
673ef5fb5737c6ec2e001234,673ef5fcdf3aebc649001234
673ef5fb5737c6ec2e001234,673ef5fcfa8dbbcb68001234
673ef5fbbc6dc48b74001234,673ef5fba58149d355001234
673ef5fbbc6dc48b74001234,673ef5fcf0031c7a91001234
673ef5fbf2fc990265001234,673ef5fcfaacbcd5bf001234
673ef5fb89f0fd5c92001234,673ef5fc030e65da2b001234
673ef5fb89f0fd5c92001234,673ef5fc5ad742cd15001234
673ef5fb89f0fd5c92001234,673ef5fca70dab11c9001234
673ef5fbb83aac23b9001234,673ef5fc63f44623dd001234
673ef5fbcd00692c3b001234,673ef5fc56a8da1d3b001234
673ef5fbcd00692c3b001234,673ef5fc7aa685b3b1001234
673ef5fbcd00692c3b001234,673ef5fc605ac7e4c1001234
673ef5fbc042f4db68001234,673ef5fb7b5b23f4aa001234
673ef5fb2f2b265625001234,673ef5fc8011ecba39001234
673ef5fb6855456e2f001234,673ef5fc19485224d1001234
673ef5fb6855456e2f001234,673ef5fca78482ce76001234
673ef5fb6855456e2f001234,673ef5fc9087cd8bfa001234
673ef5fb357a6fdf76001234,673ef5fbe325107555001234
673ef5fb357a6fdf76001234,673ef5fb8e2cfdc275001234
673ef5fb819f46e52c001234,673ef5fc7f6caf1f0b001234
673ef5fb3dd48ab31d001234,673ef5fc186fb23a33001234
673ef5fb3dd48ab31d001234,673ef5fcb105e5a192001234
673ef5fb3dd48ab31d001234,673ef5fccac8e13055001234
673ef5fb3ad7c2ebb9001234,673ef5fc0a7d83f084001234
673ef5fbb3967a0e93001234,673ef5fca081c174f5001234
673ef5fbb3967a0e93001234,673ef5fb29921001f2001234
673ef5fb13f9896df6001234,673ef5fc39b8f72158001234
673ef5fb13f9896df6001234,673ef5fbc32d9bf27a001234
673ef5fb13f9896df6001234,673ef5fcd3614f463b001234
673ef5fbc5ff2543b5001234,673ef5fb226d1f15ec001234
673ef5fbc5ff2543b5001234,673ef5fc59eb5dd369001234
673ef5fb01386bd6d8001234,673ef5fc3483e5ec04001234
673ef5fb9de6d14fff001234,673ef5fc4aaa76178f001234
673ef5fb9de6d14fff001234,673ef5fc401704ef75001234
673ef5fbefe937780e001234,673ef5fcd77e68596c001234
673ef5fbefe937780e001234,673ef5fc77431ca798001234
673ef5fb6c524f9d5d001234,673ef5fc3a37abdeef001234
673ef5fbfb7b9ffa54001234,673ef5fbb0b183c207001234
673ef5fbc058f544c7001234,673ef5fb704afe0739001234
673ef5fbe7b24b112a001234,673ef5fc793bc52a94001234
673ef5fbe7b24b112a001234,673ef5fccd0cbcc668001234
673ef5fb52720e0035001234,673ef5fc3bc71faebe001234
673ef5fb52720e0035001234,673ef5fb98f1370821001234
673ef5fb5ef698cd9f001234,673ef5fc16837163fe001234
673ef5fb5ef698cd9f001234,673ef5fc98cac9d33a001234
673ef5fbcf004fdc76001234,673ef5fcc4c455df3c001234
673ef5fbcf004fdc76001234,673ef5fce0a209539d001234
673ef5fbd709f38ef7001234,673ef5fc5ba47c07b9001234
673ef5fbd709f38ef7001234,673ef5fc14ea0d5b0c001234
673ef5fb41f1f19176001234,673ef5fc848c496535001234
673ef5fb24b16fede9001234,673ef5fbd96409bf89001234
673ef5fbffd52f3c7e001234,673ef5fb68264bdb65001234
673ef5fbf61d694746001234,673ef5fca00e5eb097001234
673ef5fbf61d694746001234,673ef5fc6098ed616e001234
673ef5fbf61d694746001234,673ef5fb31fefc0e57001234
673ef5fb142949df56001234,673ef5fc6abba5d8ab001234
673ef5fb8bf1211fd4001234,673ef5fc142c65e00f001234
673ef5fb8bf1211fd4001234,673ef5fca8ed71126b001234
673ef5fbbca82e41ee001234,673ef5fbdf0aab058c001234
673ef5fbbca82e41ee001234,673ef5fb1baff70e26001234
673ef5fbbca82e41ee001234,673ef5fc6d19c11340001234
673ef5fb00ec53c468001234,673ef5fcbe53d253d6001234
673ef5fb00ec53c468001234,673ef5fc21ce689121001234
673ef5fb00ec53c468001234,673ef5fca14185bf0c001234
673ef5fbbeed13602b001234,673ef5fc0f9a0878fc001234
673ef5fbbeed13602b001234,673ef5fb7fe1f8abaa001234
673ef5fbbeed13602b001234,673ef5fb291597a100001234
673ef5fb0584ce565c001234,673ef5fc77305c2f86001234
673ef5fb0584ce565c001234,673ef5fc7a576629fe001234
673ef5fbdc912a253d001234,673ef5fcc36b1132ac001234
673ef5fbdc912a253d001234,673ef5fc94b087da83001234
673ef5fbc86a7ee3d8001234,673ef5fb37693cfc74001234
673ef5fbc86a7ee3d8001234,673ef5fc4c7a167bb3001234
673ef5fbc86a7ee3d8001234,673ef5fc23edd56648001234
673ef5fba01a0380ca001234,673ef5fc29daf9442f001234
673ef5fba01a0380ca001234,673ef5fc7493454825001234
673ef5fb5a4b25aaed001234,673ef5fc21c52f533c001234
673ef5fb5a4b25aaed001234,673ef5fcd3f5d4de09001234
673ef5fbf73b76ce89001234,673ef5fb2ab56412b1001234
673ef5fbf73b76ce89001234,673ef5fcdd03de08bf001234
673ef5fb70c639df5e001234,673ef5fc6be5336db2001234
673ef5fb70c639df5e001234,673ef5fbe19347e1c3001234
673ef5fb28f0b86459001234,673ef5fc5e02b868a9001234
673ef5fb28f0b86459001234,673ef5fcd3157f2f02001234
673ef5fb1543843a47001234,673ef5fc29ddbdb402001234
673ef5fbe46de7e1bc001234,673ef5fcfa3dade3a4001234
673ef5fbe46de7e1bc001234,673ef5fbaace49c7d8001234
673ef5fbb7b16ecf8c001234,673ef5fc6dd4e10e32001234
673ef5fb352fe25daf001234,673ef5fc8a1ee9f2b7001234
673ef5fb352fe25daf001234,673ef5fb642e92efb7001234
673ef5fb816b112c61001234,673ef5fc5401acfe63001234
673ef5fb816b112c61001234,673ef5fc9327969053001234
673ef5fb69cb3ea317001234,673ef5fcf41ff84e7c001234
673ef5fbbbf94b34eb001234,673ef5fc3683af9d6f001234
673ef5fbbbf94b34eb001234,673ef5fc40173ea48d001234
673ef5fb4f4adcbf8c001234,673ef5fc04fcc65450001234
673ef5fbbbcbff5c1f001234,673ef5fc3a30be93eb001234
673ef5fbf4f6dce2f3001234,673ef5fb091d584fce001234
673ef5fb0d0fd7c6e0001234,673ef5fcd5036c6441001234
673ef5fb0d0fd7c6e0001234,673ef5fc0efbe98067001234
673ef5fb0d0fd7c6e0001234,673ef5fc8ba6c657b0001234
673ef5fba96b65a721001234,673ef5fb1728efbda8001234
673ef5fba96b65a721001234,673ef5fbd82c8d1619001234
673ef5fb1068c6e4c8001234,673ef5fca5585a4d4b001234
673ef5fbb9228e0962001234,673ef5fc56cb94cb34001234
673ef5fb0deb1c5481001234,673ef5fc9d8df73a3c001234
