id_object,id_location
673ef5fd58238e9ae2001234,673ef5fd44c4c17332001234
673ef5fdd81f9c1be2001234,673ef5fd2050e03ca1001234
673ef5fd13f9896df6001234,673ef5fdab233b682e001234
673ef5fd6c524f9d5d001234,673ef5fd3644a684f9001234
673ef5fdc3e878e27f001234,673ef5fd9f61408e3a001234
673ef5fd5ef698cd9f001234,673ef5fd185e65bc40001234
673ef5fdcf004fdc76001234,673ef5fda5e0013237001234
673ef5fdffd52f3c7e001234,673ef5fda8abb4bb28001234
673ef5fd8bf1211fd4001234,673ef5fde7f8a7fb0b001234
673ef5fdbca82e41ee001234,673ef5fd2dea61eed4001234
673ef5fd0584ce565c001234,673ef5fd5e9f92a01c001234
673ef5fda01a0380ca001234,673ef5fd1543843a47001234
673ef5fd28f0b86459001234,673ef5fd26e359e838001234
673ef5fd352fe25daf001234,673ef5fd1c9ac0159c001234
673ef5fd0d0fd7c6e0001234,673ef5fd3493894fa4001234
673ef5fd17d63b1625001234,673ef5fd00ec53c468001234
673ef5fdb6f0479ae8001234,673ef5fd8f121ce07d001234
673ef5fdddb30680a6001234,673ef5fd8eefcfdf59001234
673ef5fd9431c87f27001234,673ef5fdb4288d9c0e001234
673ef5fd250cf8b51c001234,673ef5fd33e8075e99001234
673ef5fd8e6b42f164001234,673ef5fdb534ba6823001234
673ef5fd5ef0b4eba3001234,673ef5fd3435c378bb001234
673ef5fd74071a6733001234,673ef5fd46ba9f2a69001234
673ef5fdb337e84de8001234,673ef5fd3fe94a0023001234
673ef5fd2b8a61594b001234,673ef5fda666587afd001234
673ef5fd85422afb46001234,673ef5fda01a0380ca001234
673ef5fd298f95e1bf001234,673ef5fd31fefc0e57001234
673ef5fd33e8075e99001234,673ef5fd2050e03ca1001234
673ef5fd97e8527fea001234,673ef5fd66368270ff001234
673ef5fd94c7bb58ef001234,673ef5fd6974ce5ac6001234
673ef5fd5e388103a3001234,673ef5fdb056eb1587001234
673ef5fd1bb91f73e9001234,673ef5fdf387624df5001234
673ef5fda9a6653e48001234,673ef5fd045117b0e0001234
673ef5fdf0e52b27a7001234,673ef5fd34173cb38f001234
673ef5fdfde9264cf3001234,673ef5fdb73dfe25b4001234
673ef5fd069d3bb002001234,673ef5fdad61ab1432001234
673ef5fdc6e19e8308001234,673ef5fd389bc7bb1e001234
673ef5fd3435c378bb001234,673ef5fdf1b6f2857f001234
673ef5fdd86ea612de001234,673ef5fd9bf31c7ff0001234
673ef5fd9cf81d8026001234,673ef5fdbe83ab3ecd001234
673ef5fdeb6fdc36b2001234,673ef5fd65b9eea6e1001234
673ef5fd233509073e001234,673ef5fdb73ce398c3001234
673ef5fd185c29dc24001234,673ef5fd68d30a9594001234
673ef5fd42e77b6363001234,673ef5fdbbcbff5c1f001234
673ef5fdb7bb35b9c6001234,673ef5fd816b112c61001234
673ef5fdabd815286b001234,673ef5fdbeed13602b001234
673ef5fd4ffce04d92001234,673ef5fd9f396fe44e001234
673ef5fd291597a100001234,673ef5fd1afa34a7f9001234
673ef5fd5e9f92a01c001234,673ef5fd07c5807d0d001234
673ef5fd443cb001c1001234,673ef5fd5f0f5e5f33001234
673ef5fdb4288d9c0e001234,673ef5fda0a080f42e001234
673ef5fdbe3159ad04001234,673ef5fd17e62166fc001234
673ef5fd2291d2ec3b001234,673ef5fd735b90b456001234
673ef5fd2dea61eed4001234,673ef5fd8bf1211fd4001234
673ef5fd9fe8593a8a001234,673ef5fd8e296a067a001234
673ef5fd10a5ab2db3001234,673ef5fdea5d2f1c46001234
673ef5fd53e3a7161e001234,673ef5fda02ffd91ec001234
673ef5fde4bb4c5173001234,673ef5fd432aca3a1e001234
673ef5fd8a0e1141fd001234,673ef5fdf457c545a9001234
673ef5fde5841df216001234,673ef5fdcfcd208495001234
673ef5fd6081594975001234,673ef5fd093f65e080001234
673ef5fd19bc916108001234,673ef5fd84117275be001234
673ef5fd07c5807d0d001234,673ef5fde6b4b2a746001234
673ef5fd8df707a948001234,673ef5fdb5dc4e5d9b001234
673ef5fd50c3d76149001234,673ef5fd4c5bde74a8001234
673ef5fd82f2b308c3001234,673ef5fd051e4e127b001234
673ef5fd0d3180d672001234,673ef5fdc058f544c7001234
673ef5fd6c29793a14001234,673ef5fd1385974ed5001234
673ef5fda5cdd4aa00001234,673ef5fd37bc2f75bf001234
673ef5fd217eedd1ba001234,673ef5fd45c48cce2e001234
673ef5fdedfbe1afcf001234,673ef5fd18997733ec001234
673ef5fd5f0f5e5f33001234,673ef5fdc51ce410c1001234
673ef5fdccb0989662001234,673ef5fdbc6dc48b74001234
673ef5fd06997f04a7001234,673ef5fd7f1171a78c001234
673ef5fdeefc9e10eb001234,673ef5fd69adc1e107001234
673ef5fd288cc0ff02001234,673ef5fdcfa0860e83001234
673ef5fdb7ee6f5f9a001234,673ef5fd5c572eca05001234
673ef5fdf1c1592588001234,673ef5fd352fe25daf001234
673ef5fd72da7fd6d1001234,673ef5fdc52f1bd66c001234
673ef5fd3621f1454c001234,673ef5fdd64a340bcb001234
673ef5fddf7f28ac89001234,673ef5fd138bb06965001234
673ef5fd96ea64f3a1001234,673ef5fdb2eeb7362e001234
673ef5fdda8ce53cf0001234,673ef5fd0d0fd7c6e0001234
673ef5fd35cf8659cf001234,673ef5fd01386bd6d8001234
673ef5fdbeb22fb694001234,673ef5fd6c8349cc72001234
673ef5fd32b30a250a001234,673ef5fdd61e4bbd63001234
673ef5fd81e74d6785001234,673ef5fd0336dcbab0001234
673ef5fd43fa7f58b7001234,673ef5fd0ff8033cf9001234
673ef5fd3b5dca501e001234,673ef5fd53c3bce66e001234
673ef5fdd554f7bb7b001234,673ef5fd6ecbdd6ec8001234
673ef5fdce78d1da25001234,673ef5fd81448138f5001234
673ef5fde97ee2054d001234,673ef5fd8c19f571e2001234
673ef5fd84f7e69969001234,673ef5fdd1f255a373001234
673ef5fd43feaeeecd001234,673ef5fdbe3159ad04001234
673ef5fd170c944978001234,673ef5fd9cfdf10e8f001234
673ef5fd0efe32849d001234,673ef5fd218a0aefd1001234
673ef5fd704afe0739001234,673ef5fd55b37c5c27001234
673ef5fd024d7f84ff001234,673ef5fdf85454e827001234
673ef5fdcfbce4c1d7001234,673ef5fd8fe0093bb3001234
673ef5fd892c91e0a6001234,673ef5fde836d813fd001234
673ef5fdb6a1085a27001234,673ef5fda96b65a721001234
673ef5fdaa169b49b5001234,673ef5fd1385974ed5001234
673ef5fdb56a18e0ea001234,673ef5fd8b16ebc056001234
673ef5fd23ce185134001234,673ef5fd3a0772443a001234
673ef5fd1f4477bad7001234,673ef5fd63923f49e5001234
673ef5fd0d0871f080001234,673ef5fd13f9896df6001234
673ef5fdd2ed45a52b001234,673ef5fda8c88a0055001234
673ef5fd4daa3db355001234,673ef5fd26e359e838001234
673ef5fde820a45f1d001234,673ef5fdeda80a3d5b001234
673ef5fd3df1d4b96d001234,673ef5fd9dcb88e013001234
673ef5fd2f885d0fbe001234,673ef5fd2838023a77001234
673ef5fd64223ccf70001234,673ef5fdf387624df5001234
673ef5fdc4b31ce7d9001234,673ef5fda02ffd91ec001234
673ef5fd0f840be9b8001234,673ef5fd45645a27c4001234
673ef5fd5c936263f3001234,673ef5fdc3992e9a68001234
673ef5fd8f468c873a001234,673ef5fd9cf81d8026001234
673ef5fddf6d2338b2001234,673ef5fd996a7fa078001234
673ef5fda9b7ba7078001234,673ef5fd01386bd6d8001234
673ef5fd31b3b31a1c001234,673ef5fd821fa74b50001234
673ef5fd298923c819001234,673ef5fd99c5e07b4d001234
673ef5fd84d2004bf2001234,673ef5fd087408522c001234
673ef5fd83fa5a432a001234,673ef5fd182be0c5cd001234
673ef5fd27ed0fb950001234,673ef5fdfccb3cdc9a001234
673ef5fd537d9b6c92001234,673ef5fd140f6969d5001234
673ef5fdd736bb10d8001234,673ef5fda9a6653e48001234
673ef5fdb9141aff14001234,673ef5fd58238e9ae2001234
673ef5fd20b5e1cf86001234,673ef5fd248e844336001234
673ef5fd5055cbf43f001234,673ef5fd68264bdb65001234
673ef5fd456ac9b0d1001234,673ef5fdc7e1249ffc001234
673ef5fdd8700cbd38001234,673ef5fd03afdbd66e001234
673ef5fd53adaf494d001234,673ef5fd44f683a841001234
673ef5fd4607263158001234,673ef5fd1ff8a7b5dc001234
673ef5fd818f4654ed001234,673ef5fd36660e5985001234
673ef5fd4e2545f819001234,673ef5fd182be0c5cd001234
673ef5fddb2b418215001234,673ef5fd82aa4b0af3001234
673ef5fd1e6e0a04d2001234,673ef5fd08c5433a60001234
673ef5fdc6bff625bd001234,673ef5fd5dd9db5e03001234
673ef5fd8597a6cfa7001234,673ef5fd0266e33d3f001234
