incremental_id,type,serial_number,id
46,Knife,6d9ea8c1-4c29-4e4a-b357-f4ad536ab5be,67387e97d9d4f495e8001234
47,Ax,6a7d548e-61d7-4859-8af2-10cfe9a838d0,67387e9767c6a1e7ce001234
48,Hammer,c695e9b3-788e-499a-ae1e-7eb624cc44ab,67387e97642e92efb7001234
49,Gun,fac8e7d4-1e75-47ac-829a-58817c483cb1,67387e97f457c545a9001234
50,Gun,fefa74b4-19ce-4eb2-b379-f17c28abbf81,67387e97c0c7c76d30001234
51,Knife,cd1b296b-544e-4292-bfd3-181f1cf1944b,67387e972838023a77001234
52,Ax,a48f8a31-79b5-4d24-b5be-d0369e6b49ea,67387e979a1158154d001234
53,Knife,5d3d8957-fc9b-41c7-b4ac-833896301627,67387e97d82c8d1619001234
54,Gun,4f14905b-75d5-4947-a4cd-d4d93c73e822,67387e97a684eceee7001234
55,Ax,34808ae6-b253-48c8-9271-9d8be818244a,67387e97b53b3a3d6a001234
56,Knife,6d150965-e646-4699-bd34-140a51a00df2,67387e979f61408e3a001234
57,Hammer,9610b904-06c1-4f9d-ab8f-5a238640f4fe,67387e9772b32a1f75001234
58,Gun,e89c2688-f315-46f7-9eb0-20c552f4a6c4,67387e9766f041e16a001234
59,Gun,e918fc5d-bf0c-4295-b96d-dfd8bec9af1f,67387e97093f65e080001234
60,Hammer,7c815b5b-7c0d-4a81-8365-8cded3405666,67387e97072b030ba1001234
61,Gun,3c9612b5-e85b-4265-b98a-1c58ee6f1674,67387e977f39f8317f001234
62,Knife,70348696-76dd-406e-8002-398b69392462,67387e9744f683a841001234
63,Gun,cad3db87-6a45-4135-bef8-f4bac82bf795,67387e9703afdbd66e001234
64,Gun,48f5bf53-fea2-4054-9832-69a1b9c996b1,67387e97ea5d2f1c46001234
65,Ax,7158b8ca-e6a8-461c-b23a-e43185fe88b2,67387e97fc490ca45c001234
66,Ax,af5adb9b-2954-4daa-916b-f19a4c187ac9,67387e973295c76acb001234
67,Knife,90783d42-897f-43a5-a5f6-d1a943a2ae3f,67387e97735b90b456001234
68,Gun,c2865add-3e9d-4145-9bf8-b407088f6a13,67387e97a3f390d88e001234
69,Knife,1861c5f7-d714-47c3-a040-c54c1d07e747,67387e9714bfa6bb14001234
70,Hammer,eade76d9-cfd7-4139-b3b4-8d401acff6bf,67387e977cbbc409ec001234
71,Hammer,5ba44cac-85fa-45e9-bb91-f6b08467edb4,67387e97e2c420d928001234
72,Gun,26b7c138-aeb9-4fd3-a385-febd7fe27c20,67387e9732bb90e897001234
73,Gun,f05e5818-7174-4b01-8ceb-fdff305e2118,67387e97d2ddea18f0001234
74,Knife,13a725c0-7f1d-4b40-b4cd-642b8f1cb315,67387e97ad61ab1432001234
75,Ax,6887bb24-d121-4425-af4e-b35231f9c9db,67387e97d09bf41544001234
76,Ax,c4916237-1c44-4a96-a664-46453ef3dbb5,67387e97fbd7939d67001234
77,Knife,df7dd695-9aaa-496d-81cf-4db122e8cc6f,67387e9728dd2c7955001234
78,Knife,71e0d342-5ddd-4f42-a65d-75a4bbcbf643,67387e9735f4a8d465001234
79,Gun,18fcde8c-3225-4efe-87dd-d5a256761541,67387e97d1fe173d08001234
80,Ax,3d1f5404-d7b3-478a-92e2-f35cde010a9a,67387e97f033ab37c3001234
81,Hammer,1882e0a1-25b6-4fbf-96a0-c795a3ef1d5e,67387e9743ec517d68001234
82,Ax,5ee7ee0b-b36a-4fde-8e97-859d20d2b478,67387e979778d5d219001234
83,Gun,4f738522-6bbe-4695-a517-1d626d2cd043,67387e97fe9fc289c3001234
84,Ax,159aeac6-1b63-490f-96b8-f74f7e36e9e6,67387e9768d30a9594001234
85,Gun,9ba06b7f-9d9a-417f-93fb-2bc4a596bc58,67387e973ef815416f001234
86,Knife,895da06b-14d1-45ac-b622-23ccf5f03959,67387e9793db85ed90001234
87,Ax,12d27c25-d830-457f-b953-2e9a3d4c33ff,67387e97c7e1249ffc001234
88,Gun,527056ba-520b-4f4b-85a4-9302a4714ea6,67387e972a38a4a931001234
89,Hammer,fa99abbb-c6ae-4b81-95a4-43a9204f4ba4,67387e977647966b73001234
90,Hammer,46f65421-1143-4c22-bac2-164d3cd30856,67387e978613985ec4001234
91,Ax,b9aee656-ce0f-4c03-98a7-886020e91075,67387e9754229abfcf001234
92,Gun,806591b5-3553-4819-95cc-c15667776a1e,67387e9792cc227532001234
93,Ax,1f286bee-b729-49a3-995e-dec41ccc5744,67387e9798dce83da5001234
94,Hammer,002e7c33-e71b-41f3-a35e-adea052c36e8,67387e97f4b9ec30ad001234
95,Hammer,01ace6cd-5f96-4c20-971a-0d3142d433d2,67387e97812b4ba287001234
96,Knife,74c702e5-fa5c-4adf-ab69-e1690f5454ee,67387e9726657d5ff9001234
97,Ax,18ae855f-f8dc-4acf-92df-5f1a04e857d4,67387e97e2ef524fbf001234
98,Ax,63d113f0-4b83-4fb9-9f6e-601aeeb47936,67387e97ed3d2c2199001234
99,Knife,e9af005d-9240-43d9-a9e4-a33c8b23654c,67387e97ac627ab1cc001234
100,Gun,98022e8e-1daa-4b8d-897e-ad6bdae0ac43,67387e97f899139df5001234
101,Gun,83fc4ffc-0b12-49d0-867f-40dfc970931f,67387e9738b3eff8ba001234
102,Knife,37cf9e5e-160c-40bf-b931-488f63d0fbb3,67387e97ec8956637a001234
103,Gun,804a4afd-a842-46b8-9f50-a25ec15c9939,67387e976974ce5ac6001234
104,Gun,17ed7979-492f-4da8-b471-2036d059e6e1,67387e97c9e1074f5b001234
105,Knife,2b9b60d1-73e7-4056-a3a9-888f76434a0f,67387e9765b9eea6e1001234
106,Ax,c54319b7-e167-45a1-b588-e0152a1785e6,67387e97f0935e4cd5001234
107,Gun,e4e7c1b2-6273-4784-8708-0cdf0af0057d,67387e97a97da629b0001234
108,Gun,2d7f1ca6-8569-4798-912a-ea254029cedb,67387e97a3c65c2974001234
109,Knife,c933599f-282a-4d50-aec3-4624faaf421f,67387e972723d092b6001234
110,Hammer,59639b78-85a9-463c-95c3-8f998953a89d,67387e975f93f98352001234
111,Knife,596902e8-dbdb-454f-938f-e42cda2e1a42,67387e97698d51a19d001234
112,Ax,55ff4ad7-627c-46b5-894b-551e62d1b80d,67387e977f6ffaa6bb001234
113,Knife,6120dd08-98e1-4cf1-ba58-774ed1b37314,67387e9773278a4a86001234
114,Hammer,5f77f4ac-e9bb-4207-8eb4-e155880a760d,67387e975fd0b37cd7001234
115,Gun,3bc1fc40-9da0-4983-8769-2e5b3631ddc8,67387e972b44928ae1001234
116,Gun,cc4147a8-2b56-4fd2-a2d5-e9e03eb139bd,67387e97c45147dee7001234
117,Knife,50fd90e1-ff59-405a-afbf-4f10f424f480,67387e97eb160de1de001234
118,Knife,eacf7d5e-b76c-49ab-8fa9-c26cc60958e9,67387e975ef059938b001234
119,Knife,210f72d0-9b82-466e-87b9-6fb3f08e3567,67387e9707e1cd7dca001234
120,Ax,3af561c1-d40a-45b8-bf72-7ad9ef62bff1,67387e97da4fb5c6e9001234
121,Ax,97a1bfcf-01ea-4ddd-83c9-45ecda3e8872,67387e974c56ff4ce4001234
122,Hammer,b852a189-87b2-41f4-a462-8dce544b6670,67387e97a0a080f42e001234
123,Ax,4e6f1226-a3c9-488d-a9bb-4f5cd3934e8f,67387e97202cb962ac001234
124,Knife,a9135cc3-8929-494f-b1d7-31bfd1b8227e,67387e97c8ffe9a587001234
125,Ax,eeb7e0ef-5e44-4de8-85ec-3b7a24c4c316,67387e973def184ad8001234
126,Knife,56b2db8d-d759-44cc-b614-6c564d513972,67387e97069059b7ef001234
127,Hammer,8aca2f7f-c55a-456f-b1aa-a8edea18c59a,67387e97ec5decca5e001234
128,Gun,9b946426-1349-498d-9afe-612a0ad52809,67387e9776dc611d6e001234
129,Hammer,c9e23aae-bf06-42f4-80d7-c6079df940e0,67387e97d1f491a404001234
130,Knife,a5382419-43a1-4fd8-9930-7ed388d77cdc,67387e979b8619251a001234
131,Ax,7fd9c0af-1630-4edc-ac3e-e96d46acf1db,67387e971afa34a7f9001234
132,Hammer,a18194ec-9773-465a-a764-fdf04cba62cc,67387e9765ded5353c001234
133,Gun,08ee09b5-340f-46e3-9645-c34efa885f45,67387e979fc3d7152b001234
134,Gun,37f169be-9413-47ca-ab3e-59848cf7a647,67387e9702522a2b27001234
135,Gun,d1996aed-4409-4126-b668-15cf4a58eff5,67387e977f1de29e6d001234
136,Hammer,eead6c89-5784-4747-9d55-8dc95bd95b62,67387e9742a0e188f5001234
137,Ax,ca0826bf-fbad-4c37-b02e-812f8e82f539,67387e973988c7f88e001234
138,Knife,8b268f73-d018-4ce9-8385-1c6f96bc4448,67387e97013d407166001234
139,Gun,f33ccfab-f213-4a61-b976-5abb3c1aa930,67387e97e00da03b68001234
140,Hammer,ef98f2ce-5dd1-42e8-9c00-e7659fbf7695,67387e971385974ed5001234
141,Ax,eb23f93e-03de-4d36-8c9f-92fa43ea5ea9,67387e970f28b5d49b001234
142,Knife,95a05343-65ee-479a-badc-d3901c1b05e6,67387e97a8baa56554001234
143,Knife,ec9f3f5a-f4e7-4858-bee0-2c09d43fdf32,67387e97903ce9225f001234
144,Hammer,3d346a18-c466-43d0-a523-dcf274d74951,67387e970a09c8844b001234
145,Gun,8f75b205-6890-48dd-8ef3-59bc2dccfd6b,67387e972b24d49505001234
146,Ax,c49b8ec4-b752-46f6-981d-87a4baaa1401,67387e97a5e0013237001234
147,Gun,b4d63ad4-e71b-4bd9-a985-fb3e08532e8f,67387e978d5e957f29001234
148,Ax,2b57362f-a450-489c-beea-8866a2aafff6,67387e9747d1e99058001234
149,Ax,cb156563-7e1b-4b30-899a-bae01ecde183,67387e97f2217062e9001234
150,Knife,79e7b001-dbfe-49db-b959-7702a831a825,67387e977ef605fc8d001234
151,Ax,d8f35c4a-3887-47aa-b4b6-a6af986ee2c0,67387e97a8f15eda80001234
152,Knife,edb486eb-1eff-4dda-9345-aed7c2eaebd0,67387e9737a749d808001234
153,Hammer,2b486b30-f6e9-4b3f-b87b-d8f200f29ae3,67387e97b3e3e393c7001234
154,Gun,6f413111-19aa-49f0-9c8c-c23754db48db,67387e971d7f7abc18001234
155,Gun,0f5840fc-f9ac-4c39-879c-fef084ba3023,67387e972a79ea27c2001234
156,Gun,a9d2d90d-db7d-4be7-9b24-5be8a7b1521a,67387e971c9ac0159c001234
157,Gun,4736ee3b-7aff-4ca7-83ab-e1dfba99bb4a,67387e976c4b761a28001234
158,Ax,5705498c-61f4-413f-8af9-24174a615e2f,67387e970640966322001234
159,Knife,9460f859-5d9b-445f-9a90-e1d0b8b4294a,67387e97140f6969d5001234
160,Ax,81b1801c-ae82-4617-a8af-501a1ed3f306,67387e97b73ce398c3001234
161,Ax,049aa184-04b4-462a-9cff-748155ee0d4c,67387e97bd4c9ab730001234
162,Hammer,a8bb026c-1f53-4c3a-9d69-1ce8fbf260b5,67387e9782aa4b0af3001234
163,Ax,0edb1da1-da6c-41fe-9f95-1ffd45e3660a,67387e970777d5c17d001234
164,Knife,8a9dfd49-46a8-4dd5-9da2-5d9fc88e3b76,67387e97fa7cdfad1a001234
165,Knife,d82d3e07-eef1-4af7-8bd6-7c8ce766e4e7,67387e979766527f2b001234
166,Knife,3c6c5395-7f3b-4a05-a3cc-5cf3a4be0b7d,67387e977e7757b1e1001234
167,Hammer,4f80d257-cd93-4bde-9dd0-ed562dc84931,67387e975878a7ab84001234
168,Knife,2fa2ecee-0817-435c-9935-440e0754e5bc,67387e97006f52e910001234
169,Knife,02afb49f-feb9-4429-b681-e5b8cd559377,67387e973636638817001234
170,Hammer,2655586f-8a5a-4687-a50f-077dd105352c,67387e97149e9677a5001234
171,Gun,52f77159-3761-4eff-931a-e793260c5f62,67387e97a4a042cf4f001234
172,Knife,c6001de9-0d8c-42ff-8c3b-fe370549b6e9,67387e971ff8a7b5dc001234
173,Ax,fb203f95-09e6-4ae0-8b15-0d24b9fca255,67387e97f7e6c85504001234
174,Knife,eb34bab6-67b5-4543-a32b-c909468417ef,67387e97bf8229696f001234
175,Hammer,cc72d36d-65b5-4315-a799-ce952428adf2,67387e978216124282001234
176,Knife,da27edf3-4d92-4b2f-a0e2-fc81994d8f4a,67387e9738af86134b001234
177,Ax,87c49b4b-e950-4784-a60e-40359f61d027,67387e9796da2f590c001234
178,Knife,cd1d2cf6-8801-4973-803b-981df78d7730,67387e978f85517967001234
179,Gun,2638417a-a973-42ff-890d-5335b4c17ab7,67387e978f53295a73001234
180,Ax,12a9463c-cfb9-4635-a0c6-76006ea4b151,67387e97045117b0e0001234
181,Hammer,a7d2fff3-6846-4a6a-a694-4dc16b4168bc,67387e97fc22130974001234
182,Knife,8a079b08-c85c-41b1-8df0-5f19eaf938d7,67387e974c5bde74a8001234
183,Hammer,bb9c09bd-71af-46e2-8ae3-552fca77fde7,67387e97cedebb6e87001234
184,Ax,7a7cd3be-2703-4380-a988-2690f9b2f4fa,67387e976cdd60ea00001234
185,Ax,bee8b20c-7048-4089-aaed-35baace8b5df,67387e97eecca5b636001234
186,Ax,4868aedb-0896-4cd5-89d2-0cac39c8b892,67387e979872ed9fc2001234
187,Knife,5653aa79-d4d0-4775-90a6-392633f81de2,67387e9731fefc0e57001234
188,Ax,55afb794-a318-48e1-8184-d0c8366beb8b,67387e979dcb88e013001234
189,Hammer,f29a2173-397f-49f7-83d2-38cb6f4d3745,67387e97a2557a7b2e001234
190,Ax,4d4b8193-1ec1-42e1-a028-64fd12d080fa,67387e97cfecdb276f001234
191,Gun,d468c542-2a28-4dce-ae0f-4e8b5a9d197e,67387e970aa1883c64001234
192,Knife,39755ae4-86fa-4b56-8ff7-d11105736d85,67387e9758a2fc6ed3001234
193,Gun,d3fa6f9b-fa7b-444f-bf91-f191e69d83d3,67387e97bd686fd640001234
194,Ax,eac6f758-74d1-47cf-b470-f446c09c9d67,67387e97a597e50502001234
195,Hammer,0f36a7db-b551-48ee-bfbb-59c5094a686f,67387e970336dcbab0001234
196,Gun,fdd54569-8a94-4b00-a981-d7c94f6db903,67387e97084b6fbb10001234
197,Gun,903c16fc-8a58-4668-bfef-56b7388d1b74,67387e9785d8ce590a001234
198,Gun,80c06379-e523-40a1-b568-d3511ce3c23f,67387e970e65972dce001234
199,Knife,0c35c4b5-9e2f-4cd1-9d9f-e505e66a17ec,67387e9784d9ee44e4001234
200,Hammer,0fb8d47d-1c22-46ac-af87-f9ab91025026,67387e973644a684f9001234
201,Knife,4a4f3870-504f-45fd-9a8c-949d5e509cb5,67387e97757b505cfd001234
202,Ax,6395dada-3cfc-4bfd-8901-4b50b2e6be85,67387e97854d6fae5e001234
203,Hammer,5584ae7f-4f34-4a2e-a787-8e9c65b8a534,67387e97e2c0be2456001234
204,Ax,0e715898-3d74-447e-b7e0-787bd7997f28,67387e97274ad4786c001234
205,Ax,75506971-7d48-469b-b456-58c5e06caa14,67387e97eae27d77ca001234
206,Ax,183c305d-d2b2-460f-ac66-8b8f3ffbcc60,67387e977eabe3a164001234
207,Hammer,50c57bd2-19f9-4c50-b4f6-f4d013cf63db,67387e9769adc1e107001234
208,Hammer,749a9759-6750-46ab-86c2-bc9695cfb41d,67387e97091d584fce001234
209,Ax,49a9e3e3-fa93-4d67-979f-15fb2f6dea14,67387e97b1d10e7baf001234
210,Hammer,d643a312-c408-41e6-bfe8-82af63c08d20,67387e976f3ef77ac0001234
211,Hammer,98145f45-b3c7-411a-ab91-0f19705c9d01,67387e97eb16372791001234
212,Knife,b37fb157-3cd2-4d0e-b90d-03951155bf21,67387e971534b76d32001234
213,Knife,45dfe1e7-f1c8-414b-b6b1-738bb1dc2c7f,67387e97979d472a84001234
214,Knife,ea9b6a4e-9a8c-4b8b-a7b4-6f25d57c7ad7,67387e97ca46c1b951001234
215,Knife,c97129e0-4c7a-4dd7-acaa-640a1d806c81,67387e973b8a614226001234
216,Gun,08073984-c9f3-4489-aa52-2ea57dceca8d,67387e9745fbc6d3e0001234
217,Knife,95e67e11-ef4c-416b-a1d6-707275a672c5,67387e9763dc7ed101001234
218,Gun,7a3ae7c8-9351-48b2-9adc-631c328bfe50,67387e97e96ed478da001234
219,Ax,584dadc0-5eab-42f8-bed5-ddc0092e2d7b,67387e97c0e190d826001234
220,Hammer,e9fa368d-5dca-4652-879a-047d61a0b3af,67387e97ec8ce6abb3001234
221,Knife,998e4b33-ff24-4769-8483-5f0456f7eb9c,67387e97060ad92489001234
222,Ax,6a37a73d-0a21-43e2-a4a9-1317bfebeb63,67387e97bcbe3365e6001234
223,Gun,09862d73-8e57-46b5-9b70-676a532fece8,67387e97115f895031001234
224,Gun,502e01e1-05cb-4db2-9c9f-286cc9b7603a,67387e9713fe9d8431001234
225,Ax,b61ca1ea-265c-43ef-aaf4-4b67492a6ba7,67387e97d1c38a09ac001234
226,Ax,40adfe50-3e1b-4405-83d3-8315ff52f65a,67387e979cfdf10e8f001234
227,Ax,6a510999-158c-48fb-aecd-1d60df670584,67387e97705f217283001234
228,Hammer,1c2212bd-3dac-4ecc-9dbf-ae7f56ed28c0,67387e9774db120f0a001234
229,Ax,9fb90264-34e6-4297-bf84-659a9bd525ee,67387e9757aeee35c9001234
230,Gun,94fe5daa-22fc-447f-b111-f75e7065f374,67387e976da9003b74001234
231,Knife,bcf94182-4c51-47e4-aabb-0a3f340e90c0,67387e979b04d15284001234
232,Ax,aebb20d4-20e9-404b-83fc-cd841f1b4f12,67387e97be83ab3ecd001234
233,Gun,931a3321-ed7e-4549-8dbb-a84fe870dd8d,67387e97e165421110001234
234,Gun,56036a3d-5f4a-4675-bf2e-ee0821f12e5a,67387e97289dff0766001234
235,Gun,0d185b85-913d-4b67-bcc1-f5f1c0f86747,67387e97577ef1154f001234
236,Knife,ea6596ba-c075-4588-806b-300a30fd5fbb,67387e9701161aaa0b001234
237,Hammer,e983072a-5278-4508-a239-47f5c82cd52d,67387e97539fd53b59001234
238,Knife,11caf6d6-4cf0-402b-b5cd-68c34373b3a4,67387e97ac1dd209cb001234
239,Knife,db1b6f00-e663-46ee-88da-ce640a3d3070,67387e97555d6702c9001234
240,Ax,f75305d5-dcdb-4fbc-97f9-0d5cc3af164c,67387e97335f535208001234
241,Knife,c00185b7-2e44-40f2-92e5-acfc70bbd3c1,67387e97f340f1b1f6001234
242,Hammer,92ca704d-d2f4-405c-b514-759202e0dcd2,67387e97e4a6222cdb001234
243,Hammer,9cace96a-5cb7-43e4-a65d-cf579482ba1f,67387e97cb70ab3756001234
244,Gun,af2ef488-c3a5-42de-b5c0-0fdcc69bb015,67387e979188905e74001234
245,Gun,b1730eb2-3541-4528-a90a-eab952e11a38,67387e970266e33d3f001234
246,Ax,2460e5f8-a74c-43c8-b028-731bd41c1c06,67387e9738db3aed92001234
247,Hammer,e4490aa3-463b-4a11-817c-0ace4fc19063,67387e973cec07e9ba001234
248,Gun,c65048b6-3c4b-4e9c-8f18-af64cfc815a8,67387e97621bf66ddb001234
249,Hammer,5b63ffbd-1165-4abb-a0c9-45e755868f04,67387e97077e29b11b001234
250,Knife,92a7e19a-70e4-4009-8e41-901b948bc489,67387e976c9882bbac001234
251,Hammer,6cac364b-1dc6-4502-8b16-21d5da852309,67387e9719f3cd308f001234
252,Ax,5278acb1-677d-426a-a0e8-7aed9d59c864,67387e9703c6b06952001234
253,Ax,c9ab02b0-9e27-412f-a6fe-d666f55d0c68,67387e97c24cd76e1c001234
254,Knife,8744f35d-94df-4346-850f-b751797ff1fa,67387e97c52f1bd66c001234
255,Gun,455c6e9c-064f-4708-8b03-40cd6336266d,67387e97fe131d7f5a001234
256,Ax,c1ca6475-50c7-464e-a7b6-584d278fd11b,67387e97f718499c1c001234
257,Hammer,0fd188b6-de93-423f-8cb3-d74b5bbff94c,67387e97d96409bf89001234
258,Hammer,672386c3-09be-4d53-a15c-e62760641186,67387e97502e4a1693001234
259,Hammer,6f56867d-774b-435a-96d0-e26b6ff160a9,67387e97cfa0860e83001234
260,Hammer,63da697e-f88f-4eb5-a1de-cbeccbfd7b97,67387e97a4f23670e1001234
261,Hammer,5b953b9b-c07b-43c1-8144-fce57e9a6e1e,67387e97b1a59b315f001234
262,Ax,ac346e7a-1412-4c92-8ae2-64c451f55ad6,67387e9736660e5985001234
263,Gun,425259dd-b195-46b2-9925-b76665fdc227,67387e978c19f571e2001234
264,Ax,e4373b39-d449-4804-933d-8500a8889d38,67387e97d6baf65e0b001234
265,Hammer,a3461c3a-4962-4c47-9289-acf0149b9e83,67387e97e56954b4f6001234
266,Knife,67e25f45-52ba-4bb7-841a-74ee75f4e855,67387e97f7664060cc001234
267,Gun,76a795ea-7a8b-4ef9-acc6-a30016f6514f,67387e97eda80a3d5b001234
268,Knife,401054cc-7fd6-4428-9193-ae1a9632279e,67387e978f121ce07d001234
269,Ax,9a8ff825-7bdf-41df-aeb8-24b00e909bd7,67387e9706138bc5af001234
270,Gun,945593bf-0fc8-4e9a-95b7-4420e970e44e,67387e9739059724f7001234
271,Gun,f05b3df6-6977-4fed-a899-adf24722b080,67387e977f100b7b36001234
272,Hammer,9c510327-7475-40fd-ba30-cb0670edeef1,67387e977a614fd06c001234
273,Ax,a2e88b63-2c24-4763-a2f3-9dc6597085d2,67387e974734ba6f3d001234
274,Hammer,9ed855af-26af-4d3c-9769-0c1350dc103a,67387e97d947bf06a8001234
275,Knife,ad276e2d-5ed4-4233-a5ce-819bc107d784,67387e9763923f49e5001234
276,Hammer,e3af045b-a420-4865-9be5-c23fe9e59bce,67387e97db8e1af0cb001234
277,Knife,249dc37e-e759-41f6-a0c4-c602bfb43030,67387e9720f07591c6001234
278,Hammer,c6e070d4-6328-4714-b159-c8fa186f1fd4,67387e9707cdfd2337001234
279,Gun,b9f7d956-513a-4129-96a0-813d28a0e60c,67387e97d395771085001234
280,Gun,a321e305-93fe-416e-b3e8-95181ef66d27,67387e9792c8c96e4c001234
281,Knife,b0c9c94c-a718-4444-9170-e4a974e4ea7b,67387e97e3796ae838001234
282,Gun,8afe04f6-4eef-4086-9a3b-bdb2bc8212d3,67387e976a9aeddfc6001234
283,Gun,29a55523-2f6b-4207-812a-ad95e3cfe091,67387e970f49c89d1e001234
284,Knife,617cf36b-aeeb-4916-9ae8-7d0464989c36,67387e9746ba9f2a69001234
285,Gun,c20c84ac-cdb3-427b-92a0-0ed5e6b7aa6d,67387e970e01938fc4001234
286,Hammer,8007a354-e472-4ffd-9297-75da85f497c0,67387e9716a5cdae36001234
287,Hammer,0a2c0a70-7fa3-49d8-ba7d-bebe72f6be16,67387e97918317b579001234
288,Ax,0626206e-f622-4c72-b301-187375214f8d,67387e9748aedb8880001234
289,Gun,2c78a7fb-37a8-479e-8e74-761c0a14e418,67387e97839ab46820001234
290,Knife,dd20c256-7225-4c86-9c21-acb030731311,67387e97f90f2aca5c001234
291,Gun,e6ac7851-402a-457b-b56f-75ee45923c84,67387e979c838d2e45001234
292,Gun,f6280102-0d1e-4895-8109-aaf065e3cebe,67387e971700002963001234
293,Gun,e60bb797-f0eb-420e-8911-def60a40f85b,67387e9753c3bce66e001234
294,Gun,9393d907-55c6-4266-8cb8-8a46b480dd9c,67387e976883966fd8001234
295,Ax,7936d88f-5b65-44cf-a170-4979b4974b66,67387e9749182f81e6001234
296,Knife,9103c447-e27a-4885-b98e-fedb886c4a72,67387e97d296c101da001234
297,Ax,5899b5f0-d090-4517-b996-784f6b339fc0,67387e979fd81843ad001234
298,Hammer,375009e0-e90e-4968-9c31-335f9b7f6c80,67387e9726e359e838001234
