id,id_event1,id_location
153,153,1188
154,154,9829
155,155,19714
156,156,11527
157,157,14980
158,158,323
159,159,12202
160,160,1213
161,161,13954
162,162,12112
163,163,14725
164,164,10681
165,165,19725
166,166,3045
167,167,758
168,168,7333
169,169,9255
170,170,16537
171,171,8412
172,172,5272
173,173,9282
174,174,3399
175,175,581
176,176,3501
177,177,12256
178,178,19292
179,179,656
180,180,8132
181,181,11979
182,182,13584
183,183,9259
184,184,8142
185,185,4934
186,186,14765
187,187,727
188,188,6796
189,189,1045
190,190,2002
191,191,13822
192,192,7880
193,193,4479
194,194,8711
195,195,13604
196,196,361
197,197,19219
198,198,9831
199,199,17485
200,200,10497
201,201,5230
202,202,4039
203,203,13861
204,204,2831
205,205,7842
206,206,9908
207,207,1416
208,208,11237
209,209,11360
210,210,6452
211,211,10629
212,212,5107
213,213,5513
214,214,16937
215,215,14436
216,216,12072
217,217,6965
218,218,12408
219,219,1465
220,220,3261
221,221,10929
222,222,12736
223,223,13987
224,224,12320
225,225,17197
226,226,3072
227,227,11089
228,228,17521
229,229,169
230,230,19387
231,231,3527
232,232,16249
233,233,3019
234,234,2278
235,235,18189
236,236,4303
237,237,3121
238,238,8738
239,239,17766
240,240,5181
241,241,7644
242,242,16725
243,243,11218
244,244,18581
245,245,18187
246,246,2295
247,247,18416
248,248,17194
249,249,7414
250,250,6880
251,251,5885
252,252,3864
253,253,15699
254,254,1654
255,255,604
256,256,1848
257,257,16597
258,258,7017
259,259,13945
260,260,9381
261,261,8807
262,262,2182
263,263,14246
264,264,5494
265,265,13159
266,266,9169
267,267,3260
268,268,8989
269,269,19809
270,270,7178
271,271,6452
272,272,1927
273,273,19927
274,274,11517
275,275,18218
276,276,15082
277,277,12546
278,278,18486
279,279,5419
280,280,18585
281,281,19125
282,282,210
283,283,19670
284,284,366
285,285,11226
286,286,16908
287,287,19068
288,288,1160
289,289,12419
290,290,3032
291,291,19386
292,292,16154
293,293,9256
294,294,19340
295,295,12197
296,296,15438
297,297,1428
298,298,54
299,299,5771
300,300,986
301,301,12959
302,302,7573
303,303,12835
304,304,16159
305,305,6282
306,306,2173
307,307,17111
308,308,6435
309,309,9718
310,310,15740
311,311,3472
312,312,6682
313,313,8890
314,314,11084
315,315,3847
316,316,15730
317,317,4881
318,318,12843
319,319,19679
320,320,3811
321,321,5475
322,322,15227
323,323,3517
324,324,1512
325,325,13707
326,326,16870
327,327,14042
328,328,13152
329,329,17974
330,330,16652
331,331,10729
332,332,7174
333,333,1420
334,334,7339
335,335,17758
336,336,14121
337,337,6949
338,338,13214
339,339,15495
340,340,4549
341,341,15100
342,342,3298
343,343,11858
344,344,18231
345,345,6346
346,346,10275
347,347,9459
348,348,18192
349,349,8320
350,350,3764
351,351,10658
352,352,364
353,353,18815
354,354,13916
355,355,5185
356,356,6663
357,357,15162
358,358,14612
359,359,16233
360,360,4606
361,361,4828
362,362,14955
363,363,14810
364,364,2498
365,365,1832
366,366,6847
367,367,14624
368,368,10352
369,369,9050
370,370,16022
371,371,7693
372,372,12442
373,373,7425
374,374,11238
375,375,5376
376,376,12695
377,377,18623
378,378,17398
379,379,9962
380,380,10579
381,381,17275
382,382,1273
383,383,2316
384,384,1380
385,385,14744
386,386,19608
387,387,6764
388,388,1966
389,389,2000
390,390,879
391,391,15928
392,392,13094
393,393,15842
394,394,10520
395,395,10594
396,396,15155
397,397,13781
398,398,5129
399,399,11563
400,400,10123
401,401,13314
402,402,2838
403,403,18772
404,404,10725
405,405,3642
406,406,6413
407,407,10365
408,408,9867
409,409,17314
410,410,2
411,411,15934
412,412,4961
413,413,14531
414,414,5863
415,415,7031
416,416,3945
417,417,17775
418,418,10381
419,419,15642
420,420,3989
421,421,4602
422,422,1936
423,423,16403
424,424,302
425,425,9322
426,426,9310
427,427,5268
428,428,9118
429,429,18031
430,430,12533
431,431,13675
432,432,10385
433,433,12938
434,434,17761
435,435,16018
436,436,5024
437,437,1122
438,438,13827
439,439,13294
440,440,6380
441,441,16637
442,442,13655
443,443,9071
444,444,16522
445,445,16973
446,446,8167
447,447,13830
448,448,16526
449,449,2264
450,450,15434
451,451,19274
452,452,10538
453,453,4645
454,454,9831
455,455,3901
456,456,18730
457,457,1365
458,458,10554
459,459,6515
460,460,19937
461,461,1520
462,462,10269
463,463,12680
464,464,6033
465,465,3060
466,466,3846
467,467,5262
468,468,5245
469,469,9459
470,470,12506
471,471,2478
472,472,4598
473,473,8277
474,474,9009
475,475,17003
476,476,7796
477,477,17085
478,478,10973
479,479,4085
480,480,19091
481,481,13274
482,482,4245
483,483,9054
484,484,11370
485,485,17251
486,486,8724
487,487,16374
488,488,8274
489,489,3978
490,490,64
491,491,472
492,492,7807
493,493,16191
494,494,4796
495,495,15633
496,496,5555
497,497,17618
498,498,7561
499,499,8140
500,500,4153
501,501,2749
502,502,12807
503,503,7158
504,504,19103
505,505,7917
506,506,12905
507,507,184
508,508,10552
509,509,19645
510,510,17107
511,511,16799
512,512,3431
513,513,7384
514,514,4628
515,515,4262
516,516,11676
517,517,10999
518,518,11813
519,519,15566
520,520,2298
521,521,8303
522,522,75
523,523,1208
524,524,15059
525,525,1488
526,526,2504
527,527,3225
528,528,6240
529,529,2271
530,530,12029
531,531,12225
532,532,6071
533,533,13588
534,534,14022
535,535,17539
536,536,19075
537,537,15879
538,538,18890
539,539,3571
540,540,11512
541,541,12593
542,542,10001
543,543,19572
544,544,17241
545,545,16581
546,546,2762
547,547,17168
548,548,4887
549,549,19024
550,550,9632
551,551,11794
552,552,5531
553,553,8772
554,554,4935
555,555,18989
556,556,10521
557,557,11601
558,558,3346
559,559,17997
560,560,2909
561,561,1458
562,562,19872
563,563,16414
564,564,14236
565,565,13613
566,566,2118
567,567,8908
568,568,5656
569,569,17176
570,570,18183
571,571,7870
572,572,15480
573,573,13531
574,574,8001
575,575,11773
576,576,1189
577,577,19645
578,578,11702
579,579,5206
580,580,16143
581,581,9092
582,582,7727
583,583,8060
584,584,13285
585,585,6823
586,586,12063
587,587,16733
588,588,1879
589,589,14954
590,590,5397
591,591,14654
592,592,5729
593,593,7403
594,594,15310
595,595,4280
596,596,1282
597,597,2734
598,598,763
599,599,15953
600,600,3739
601,601,15507
602,602,4440
603,603,6635
604,604,1515
605,605,9245
606,606,17496
607,607,19119
608,608,12627
609,609,11377
610,610,14862
611,611,16766
612,612,18555
613,613,17716
614,614,9133
615,615,7975
616,616,17241
617,617,8302
618,618,6798
619,619,6118
620,620,12190
621,621,10654
622,622,6727
623,623,8490
624,624,9265
625,625,7419
626,626,2323
627,627,8065
628,628,17240
629,629,13576
630,630,9809
631,631,7180
632,632,5320
633,633,16659
634,634,8294
635,635,6697
636,636,13040
637,637,18516
638,638,104
639,639,11536
640,640,358
641,641,9534
642,642,3278
643,643,5848
644,644,4216
645,645,18322
646,646,2979
647,647,10424
648,648,6337
649,649,6955
650,650,5981
651,651,1036
652,652,11518
653,653,4765
654,654,11569
655,655,4616
656,656,3664
657,657,2688
658,658,5484
659,659,9509
660,660,7711
661,661,5296
662,662,7785
663,663,8553
664,664,12773
665,665,3262
666,666,17749
667,667,18329
668,668,12496
669,669,10169
670,670,7892
671,671,17796
672,672,4580
673,673,902
674,674,17828
675,675,14
676,676,9082
677,677,18995
678,678,19761
679,679,16230
680,680,8324
681,681,12230
682,682,6262
683,683,15159
684,684,12930
685,685,5273
686,686,15925
687,687,13544
688,688,6578
689,689,17770
690,690,14905
691,691,3451
692,692,12342
693,693,12306
694,694,13935
695,695,14420
696,696,4386
697,697,6553
698,698,19386
699,699,17101
700,700,2418
701,701,9687
702,702,12956
703,703,9690
704,704,14168
705,705,6979
706,706,12264
707,707,821
708,708,4701
709,709,2622
710,710,14603
711,711,7049
712,712,5165
713,713,584
714,714,3738
715,715,444
716,716,12008
717,717,9670
718,718,10556
719,719,3172
720,720,14545
721,721,10025
722,722,6854
723,723,19485
724,724,18489
725,725,19864
726,726,16229
727,727,19274
728,728,15774
729,729,14787
730,730,14478
731,731,14736
732,732,6264
733,733,15991
734,734,9888
735,735,23
736,736,15991
737,737,8193
738,738,7433
739,739,11790
740,740,15102
741,741,15654
742,742,11047
743,743,12108
744,744,429
745,745,4746
746,746,14607
747,747,55
748,748,8882
749,749,18692
750,750,7164
751,751,6603
752,752,19157
753,753,10458
754,754,15122
755,755,14392
756,756,1998
757,757,1035
758,758,16274
759,759,18353
760,760,13372
761,761,15184
762,762,4413
763,763,7417
764,764,9347
765,765,1366
766,766,5582
767,767,9181
768,768,592
769,769,5174
770,770,3389
771,771,8389
772,772,9754
773,773,15014
774,774,14044
775,775,12266
776,776,19430
777,777,1352
778,778,8017
779,779,5326
780,780,19071
781,781,5021
782,782,7083
783,783,13504
784,784,5706
785,785,14600
786,786,15998
787,787,7279
788,788,8608
789,789,793
790,790,13962
791,791,1896
792,792,14272
793,793,13810
794,794,12833
795,795,2164
796,796,1328
797,797,6289
798,798,1944
799,799,15432
800,800,19121
801,801,14051
802,802,15340
803,803,1791
804,804,8595
805,805,15999
806,806,9186
807,807,16725
808,808,14971
809,809,2383
810,810,8211
811,811,19405
812,812,13269
813,813,14792
814,814,5407
815,815,7093
816,816,1794
817,817,2967
818,818,8270
819,819,13289
820,820,16840
821,821,7262
822,822,3960
823,823,3121
824,824,344
825,825,7740
826,826,10945
827,827,12642
828,828,16290
829,829,10120
830,830,19510
831,831,14871
832,832,8438
833,833,19733
834,834,17695
835,835,4236
836,836,4112
837,837,19646
838,838,18054
839,839,5346
840,840,296
841,841,18165
842,842,31
843,843,5181
844,844,975
845,845,3805
846,846,13847
847,847,19813
848,848,4854
849,849,17331
850,850,13163
851,851,6267
852,852,6761
853,853,1656
854,854,14333
855,855,1069
856,856,678
857,857,13784
858,858,6833
859,859,12983
860,860,15534
861,861,588
862,862,7308
863,863,2639
864,864,18927
865,865,10481
866,866,11481
867,867,6815
868,868,19590
869,869,10961
870,870,15320
871,871,8147
872,872,11227
873,873,11793
874,874,12251
875,875,3598
876,876,18983
877,877,14299
878,878,835
879,879,1942
880,880,14193
881,881,6317
882,882,18855
883,883,7663
884,884,14068
885,885,1093
886,886,17784
887,887,14137
888,888,10057
889,889,9993
890,890,8449
891,891,11456
892,892,14083
893,893,1233
894,894,5833
895,895,14186
896,896,13321
897,897,3247
898,898,11531
899,899,13834
900,900,14387
901,901,7787
902,902,12458
903,903,9627
904,904,191
905,905,19471
906,906,13939
907,907,10786
908,908,1236
909,909,17497
910,910,12279
911,911,5095
912,912,2670
913,913,18111
914,914,4821
915,915,15485
916,916,10220
917,917,6441
918,918,3566
919,919,4023
920,920,1405
921,921,9207
922,922,4016
923,923,6939
924,924,14146
925,925,11090
926,926,369
927,927,15217
928,928,19750
929,929,17212
930,930,1138
931,931,18490
932,932,10842
933,933,11555
934,934,12065
935,935,9406
936,936,8393
937,937,12148
938,938,19584
939,939,16555
940,940,4800
941,941,18790
942,942,12707
943,943,15278
944,944,7231
945,945,18454
946,946,10962
947,947,18233
948,948,16480
949,949,5081
950,950,9151
951,951,7141
952,952,13559
953,953,5371
954,954,17353
955,955,11258
956,956,4295
957,957,8000
958,958,14012
959,959,19456
960,960,4640
961,961,12260
962,962,12420
963,963,5376
964,964,3123
965,965,5522
966,966,19950
967,967,6848
968,968,3856
969,969,17769
970,970,17797
971,971,12033
972,972,13039
973,973,13605
974,974,8876
975,975,19612
976,976,5286
977,977,16678
978,978,7626
979,979,7735
980,980,16737
981,981,6977
982,982,8753
983,983,2629
984,984,19065
985,985,7496
986,986,8553
987,987,6407
988,988,728
989,989,13648
990,990,17822
991,991,15851
992,992,5960
993,993,1606
994,994,12429
995,995,15223
996,996,10050
997,997,215
998,998,6539
999,999,12196
1000,1000,596
1001,1001,19288
1002,1002,475
1003,1003,13643
1004,1004,12310
1005,1005,14829
1006,1006,2065
1007,1007,6282
1008,1008,4959
1009,1009,9209
1010,1010,8591
1011,1011,13991
1012,1012,35
1013,1013,7655
1014,1014,10662
1015,1015,2295
1016,1016,13647
1017,1017,4842
1018,1018,11226
1019,1019,2410
1020,1020,3925
1021,1021,15133
1022,1022,4104
1023,1023,4632
1024,1024,9099
1025,1025,2780
1026,1026,7119
1027,1027,11594
1028,1028,1560
1029,1029,4010
1030,1030,4350
1031,1031,7200
1032,1032,18427
1033,1033,10644
1034,1034,8872
1035,1035,18979
1036,1036,19757
1037,1037,16314
1038,1038,16116
1039,1039,4422
1040,1040,4196
1041,1041,2692
1042,1042,11178
1043,1043,10310
1044,1044,13062
1045,1045,5505
1046,1046,4891
1047,1047,5701
1048,1048,19690
1049,1049,17291
1050,1050,4299
1051,1051,1430
1052,1052,9443
1053,1053,2864
1054,1054,17988
1055,1055,10205
1056,1056,8697
1057,1057,6017
1058,1058,4234
1059,1059,19771
1060,1060,59
1061,1061,9826
1062,1062,956
1063,1063,19795
1064,1064,17466
1065,1065,18394
1066,1066,16781
1067,1067,11722
1068,1068,7402
1069,1069,19762
1070,1070,6428
1071,1071,229
1072,1072,5271
1073,1073,13169
1074,1074,12125
1075,1075,2720
1076,1076,17638
1077,1077,3694
1078,1078,18203
1079,1079,12843
1080,1080,13040
1081,1081,17156
1082,1082,7135
1083,1083,16769
1084,1084,1411
1085,1085,2987
1086,1086,16577
1087,1087,13018
1088,1088,7696
1089,1089,5967
1090,1090,11820
1091,1091,18483
1092,1092,16819
1093,1093,19723
1094,1094,16971
1095,1095,8452
1096,1096,10250
1097,1097,13987
1098,1098,19938
1099,1099,8466
1100,1100,18038
1101,1101,857
1102,1102,8956
1103,1103,15423
1104,1104,5766
1105,1105,1244
1106,1106,17963
1107,1107,7087
1108,1108,882
1109,1109,2111
1110,1110,9872
1111,1111,7698
1112,1112,14241
1113,1113,14939
1114,1114,16530
1115,1115,12470
1116,1116,12798
1117,1117,19869
1118,1118,4989
1119,1119,1509
1120,1120,9403
1121,1121,13082
1122,1122,1687
1123,1123,13634
1124,1124,9726
1125,1125,15259
1126,1126,19984
1127,1127,4197
1128,1128,2211
1129,1129,16280
1130,1130,10337
1131,1131,1988
1132,1132,2423
1133,1133,970
1134,1134,11649
1135,1135,7007
1136,1136,327
1137,1137,8753
1138,1138,1001
1139,1139,18853
1140,1140,2988
1141,1141,13482
1142,1142,18706
1143,1143,7937
1144,1144,17599
1145,1145,17332
1146,1146,16489
1147,1147,17477
1148,1148,2484
1149,1149,13021
1150,1150,15649
1151,1151,13697
1152,1152,13850
1153,1153,1993
1154,1154,6914
1155,1155,18974
1156,1156,3454
1157,1157,14691
1158,1158,3745
1159,1159,17258
1160,1160,18763
1161,1161,6773
1162,1162,8742
1163,1163,4495
1164,1164,5580
1165,1165,15174
1166,1166,10065
1167,1167,9790
1168,1168,1337
1169,1169,7246
1170,1170,19243
1171,1171,685
1172,1172,7193
1173,1173,15562
1174,1174,6990
1175,1175,12732
1176,1176,9969
1177,1177,9435
1178,1178,14272
1179,1179,2851
1180,1180,1779
1181,1181,17619
1182,1182,11988
1183,1183,2252
1184,1184,12851
1185,1185,5119
1186,1186,5225
1187,1187,9748
1188,1188,16191
1189,1189,6057
1190,1190,6321
1191,1191,1214
1192,1192,18116
1193,1193,16634
1194,1194,521
1195,1195,12571
1196,1196,30
1197,1197,4124
1198,1198,11733
1199,1199,9669
1200,1200,17831
1201,1201,3341
1202,1202,389
1203,1203,10945
1204,1204,15137
1205,1205,12019
1206,1206,15329
1207,1207,13561
1208,1208,12128
1209,1209,1046
1210,1210,1539
1211,1211,10163
1212,1212,14896
1213,1213,18090
1214,1214,3603
1215,1215,355
1216,1216,14303
1217,1217,11015
1218,1218,6077
1219,1219,12062
1220,1220,2510
1221,1221,7499
1222,1222,995
1223,1223,324
1224,1224,17515
1225,1225,4291
1226,1226,15189
1227,1227,2418
1228,1228,14771
1229,1229,17989
1230,1230,11857
1231,1231,13337
1232,1232,11230
1233,1233,9545
1234,1234,19621
1235,1235,13572
1236,1236,3060
1237,1237,1264
1238,1238,12611
1239,1239,7866
1240,1240,8459
1241,1241,574
1242,1242,13287
1243,1243,9896
1244,1244,4229
1245,1245,13038
1246,1246,18237
1247,1247,3548
1248,1248,9388
1249,1249,6809
1250,1250,1824
1251,1251,9705
1252,1252,12010
1253,1253,18831
1254,1254,19934
1255,1255,7354
1256,1256,19242
1257,1257,243
1258,1258,6305
1259,1259,12948
1260,1260,15506
1261,1261,15700
1262,1262,16778
1263,1263,7375
1264,1264,8153
1265,1265,3159
1266,1266,13256
1267,1267,4326
1268,1268,18519
1269,1269,6776
1270,1270,10193
1271,1271,321
1272,1272,12555
1273,1273,4207
1274,1274,13912
1275,1275,14578
1276,1276,12635
1277,1277,5763
1278,1278,17422
1279,1279,1562
1280,1280,1758
1281,1281,3040
1282,1282,6949
1283,1283,14877
1284,1284,11553
1285,1285,668
1286,1286,19515
1287,1287,2125
1288,1288,8792
1289,1289,17596
1290,1290,19862
1291,1291,12548
1292,1292,14180
1293,1293,6347
1294,1294,15871
1295,1295,11867
1296,1296,18591
1297,1297,3308
1298,1298,17676
1299,1299,7461
1300,1300,16757
1301,1301,16868
1302,1302,2180
1303,1303,4790
1304,1304,12924
1305,1305,1435
1306,1306,17673
1307,1307,14468
1308,1308,15336
1309,1309,12345
1310,1310,7893
1311,1311,19641
1312,1312,8717
1313,1313,3953
1314,1314,4406
1315,1315,1932
1316,1316,9818
1317,1317,13320
1318,1318,19241
1319,1319,17449
1320,1320,16593
1321,1321,11986
1322,1322,10957
1323,1323,12236
1324,1324,412
1325,1325,19735
1326,1326,3206
1327,1327,10850
1328,1328,244
1329,1329,10095
1330,1330,19108
1331,1331,10802
1332,1332,591
1333,1333,79
1334,1334,5702
1335,1335,5348
1336,1336,14582
1337,1337,12989
1338,1338,10896
1339,1339,517
1340,1340,11164
1341,1341,6119
1342,1342,13207
1343,1343,5566
1344,1344,17655
1345,1345,7851
1346,1346,7069
1347,1347,3410
1348,1348,10380
1349,1349,7135
1350,1350,934
1351,1351,16128
1352,1352,7440
1353,1353,13279
1354,1354,18243
1355,1355,220
1356,1356,1844
1357,1357,17650
1358,1358,1038
1359,1359,10605
1360,1360,3113
1361,1361,13051
1362,1362,18243
1363,1363,16567
1364,1364,6510
1365,1365,9265
1366,1366,15590
1367,1367,9665
1368,1368,13386
1369,1369,4075
1370,1370,19403
1371,1371,17904
1372,1372,7222
1373,1373,341
1374,1374,6616
1375,1375,8746
1376,1376,13136
1377,1377,3080
1378,1378,13392
1379,1379,3691
1380,1380,13652
1381,1381,11947
1382,1382,18082
1383,1383,19487
1384,1384,17759
1385,1385,17184
1386,1386,14409
1387,1387,14492
1388,1388,16583
1389,1389,1406
1390,1390,5922
1391,1391,19803
1392,1392,13227
1393,1393,13406
1394,1394,835
1395,1395,2358
1396,1396,8486
1397,1397,18964
1398,1398,2729
1399,1399,15223
1400,1400,4723
1401,1401,11936
1402,1402,5195
1403,1403,949
1404,1404,19361
1405,1405,18823
1406,1406,15550
1407,1407,4340
1408,1408,6931
1409,1409,9942
1410,1410,18316
1411,1411,14944
1412,1412,8757
1413,1413,11641
1414,1414,6331
1415,1415,110
1416,1416,11335
1417,1417,8499
1418,1418,4885
1419,1419,15380
1420,1420,5719
1421,1421,1677
1422,1422,19097
1423,1423,11192
1424,1424,17853
1425,1425,16010
1426,1426,8056
1427,1427,2856
1428,1428,7933
1429,1429,12529
1430,1430,12766
1431,1431,18407
1432,1432,17058
1433,1433,11162
1434,1434,10262
1435,1435,1155
1436,1436,4868
1437,1437,11250
1438,1438,6166
1439,1439,6592
1440,1440,16088
1441,1441,6532
1442,1442,17530
1443,1443,14918
1444,1444,652
1445,1445,18708
1446,1446,19287
1447,1447,6249
1448,1448,10174
1449,1449,1082
1450,1450,16658
1451,1451,15733
1452,1452,18508
1453,1453,7614
1454,1454,5371
1455,1455,12960
1456,1456,16664
1457,1457,8002
1458,1458,18795
1459,1459,10214
1460,1460,12662
1461,1461,7275
1462,1462,5565
1463,1463,7392
1464,1464,14806
1465,1465,13135
1466,1466,14346
1467,1467,2715
1468,1468,16559
1469,1469,13447
1470,1470,2501
1471,1471,9085
1472,1472,899
1473,1473,10444
1474,1474,15055
1475,1475,15159
1476,1476,16453
1477,1477,19541
1478,1478,1792
1479,1479,11483
1480,1480,4408
1481,1481,7567
1482,1482,14955
1483,1483,10413
1484,1484,12128
1485,1485,16474
1486,1486,1650
1487,1487,14841
1488,1488,16014
1489,1489,6826
1490,1490,9098
1491,1491,8155
1492,1492,5356
1493,1493,10806
1494,1494,11636
1495,1495,2640
1496,1496,9169
1497,1497,7272
1498,1498,6181
1499,1499,9071
1500,1500,8712
1501,1501,15910
1502,1502,19051
1503,1503,12757
1504,1504,18697
1505,1505,5379
1506,1506,16155
1507,1507,17101
1508,1508,16410
1509,1509,5199
1510,1510,12286
1511,1511,19375
1512,1512,5023
1513,1513,622
1514,1514,2144
1515,1515,163
1516,1516,30
1517,1517,16329
1518,1518,5593
1519,1519,3719
1520,1520,5057
1521,1521,343
1522,1522,17904
1523,1523,15818
1524,1524,5140
1525,1525,11939
1526,1526,2385
1527,1527,3413
1528,1528,4515
1529,1529,13093
1530,1530,224
1531,1531,3678
1532,1532,6206
1533,1533,13621
1534,1534,15618
1535,1535,9225
1536,1536,18106
1537,1537,6681
1538,1538,12264
1539,1539,12949
1540,1540,5604
1541,1541,7495
1542,1542,14908
1543,1543,7039
1544,1544,8889
1545,1545,19251
1546,1546,11325
1547,1547,19234
1548,1548,433
1549,1549,4186
1550,1550,14762
1551,1551,3707
1552,1552,13624
1553,1553,2215
1554,1554,14023
1555,1555,13499
1556,1556,4852
1557,1557,12303
1558,1558,14716
1559,1559,1228
1560,1560,2344
1561,1561,16118
1562,1562,2274
1563,1563,12891
1564,1564,17286
1565,1565,13083
1566,1566,3719
1567,1567,16494
1568,1568,11360
1569,1569,7366
1570,1570,6279
1571,1571,14736
1572,1572,442
1573,1573,2073
1574,1574,7529
1575,1575,949
1576,1576,10763
1577,1577,4974
1578,1578,8413
1579,1579,19899
1580,1580,1719
1581,1581,19502
1582,1582,12404
1583,1583,15969
1584,1584,5335
1585,1585,10134
1586,1586,7382
1587,1587,4474
1588,1588,16335
1589,1589,19878
1590,1590,2150
1591,1591,15663
1592,1592,19502
1593,1593,3786
1594,1594,5915
1595,1595,3731
1596,1596,13399
1597,1597,1878
1598,1598,5028
1599,1599,10441
1600,1600,6303
1601,1601,15390
1602,1602,2371
1603,1603,16167
1604,1604,15266
1605,1605,15158
1606,1606,10279
1607,1607,10548
1608,1608,5927
1609,1609,1239
1610,1610,2705
1611,1611,690
1612,1612,3748
1613,1613,16687
1614,1614,384
1615,1615,3930
1616,1616,3371
1617,1617,13957
1618,1618,3561
1619,1619,18944
1620,1620,2449
1621,1621,6144
1622,1622,18386
1623,1623,16312
1624,1624,19039
1625,1625,16836
1626,1626,5359
1627,1627,6083
1628,1628,6332
1629,1629,3727
1630,1630,18855
1631,1631,16704
1632,1632,15125
1633,1633,5285
1634,1634,16837
1635,1635,11023
1636,1636,3599
1637,1637,17547
1638,1638,15962
1639,1639,5391
1640,1640,15041
1641,1641,14323
1642,1642,7425
1643,1643,8934
1644,1644,470
1645,1645,15007
1646,1646,5442
1647,1647,12841
1648,1648,12247
1649,1649,13043
1650,1650,2648
1651,1651,6060
1652,1652,13461
1653,1653,19110
1654,1654,10920
1655,1655,12875
1656,1656,15828
1657,1657,1316
1658,1658,5651
1659,1659,18403
1660,1660,7699
1661,1661,4932
1662,1662,13434
1663,1663,9013
1664,1664,6197
1665,1665,8380
1666,1666,1234
1667,1667,9487
1668,1668,8285
1669,1669,17382
1670,1670,17818
1671,1671,19409
1672,1672,3112
1673,1673,3057
1674,1674,14756
1675,1675,4380
1676,1676,10817
1677,1677,19878
1678,1678,19325
1679,1679,17968
1680,1680,8765
1681,1681,13162
1682,1682,17247
1683,1683,17421
1684,1684,3053
1685,1685,13534
1686,1686,11139
1687,1687,15809
1688,1688,448
1689,1689,855
1690,1690,7216
1691,1691,13673
1692,1692,18582
1693,1693,1418
1694,1694,2621
1695,1695,7146
1696,1696,7150
1697,1697,20
1698,1698,3359
1699,1699,19312
1700,1700,19140
1701,1701,1545
1702,1702,19434
1703,1703,13315
1704,1704,3875
1705,1705,16406
1706,1706,19348
1707,1707,19581
1708,1708,16130
1709,1709,10589
1710,1710,15891
1711,1711,11263
1712,1712,17329
1713,1713,19369
1714,1714,7685
1715,1715,16278
1716,1716,9941
1717,1717,19418
1718,1718,6562
1719,1719,3331
1720,1720,11139
1721,1721,15080
1722,1722,2945
1723,1723,10375
1724,1724,1333
1725,1725,17714
1726,1726,804
1727,1727,13391
1728,1728,1947
1729,1729,2731
1730,1730,19041
1731,1731,16868
1732,1732,13754
1733,1733,4354
1734,1734,15210
1735,1735,2048
1736,1736,3117
1737,1737,18611
1738,1738,13012
1739,1739,10964
1740,1740,15683
1741,1741,15995
1742,1742,18506
1743,1743,14717
1744,1744,10765
1745,1745,4811
1746,1746,17261
1747,1747,11744
1748,1748,16559
1749,1749,11537
1750,1750,136
1751,1751,14320
1752,1752,7166
1753,1753,9892
1754,1754,13275
1755,1755,7574
1756,1756,11719
1757,1757,12103
1758,1758,1419
1759,1759,2926
1760,1760,12861
1761,1761,16282
1762,1762,13749
1763,1763,6758
1764,1764,17582
1765,1765,15220
1766,1766,2931
1767,1767,14811
1768,1768,3284
1769,1769,3492
1770,1770,12289
1771,1771,4615
1772,1772,6377
1773,1773,767
1774,1774,300
1775,1775,2860
1776,1776,2429
1777,1777,15963
1778,1778,4867
1779,1779,9585
1780,1780,141
1781,1781,6833
1782,1782,8385
1783,1783,4026
1784,1784,46
1785,1785,1891
