id,id_event1,id_event2
776,522,6869
777,522,17479
778,524,7076
779,524,4025
780,524,834
781,525,16472
782,525,14299
783,525,3269
784,528,2790
785,528,15033
786,529,18173
787,530,4562
788,530,17499
789,530,14011
790,531,9539
791,532,6424
792,532,6529
793,532,8284
794,534,16280
795,534,15005
796,534,6563
797,537,12759
798,537,8144
799,538,176
800,538,18290
801,539,1217
802,539,5249
803,539,14714
804,540,15727
805,540,17242
806,541,11292
807,541,13143
808,541,12750
809,542,15535
810,542,3552
811,542,12047
812,543,4731
813,543,4732
814,544,11
815,544,14305
816,544,18011
817,545,3694
818,545,10178
819,545,16896
820,548,9585
821,550,8035
822,550,6898
823,551,13764
824,553,9204
825,553,10500
826,555,17011
827,555,8113
828,557,18988
829,558,3919
830,561,9896
831,561,3287
832,562,2852
833,562,7411
834,562,17255
835,563,5561
836,563,8063
837,564,6374
838,565,17642
839,565,11154
840,565,4359
841,566,16947
842,567,12837
843,567,14731
844,569,4778
845,570,18870
846,571,6277
847,571,14158
848,572,13785
849,572,951
850,572,9290
851,573,8245
852,573,3708
853,576,2510
854,576,11546
855,577,7817
856,578,9686
857,580,12456
858,580,18478
859,580,1241
860,581,16636
861,583,1931
862,585,11072
863,586,5063
864,586,19038
865,587,12923
866,587,11138
867,587,1301
868,589,6308
869,589,14609
870,589,13903
871,590,19987
872,590,1479
873,591,6810
874,591,5489
875,592,19382
876,593,18139
877,593,9963
878,593,3808
879,594,15970
880,594,13934
881,594,14291
882,595,2716
883,595,550
884,595,17614
885,596,12566
886,596,15280
887,599,6419
888,599,9101
889,601,680
890,602,11759
891,603,10456
892,604,8720
893,604,1645
894,606,3933
895,606,19320
896,608,6098
897,609,12600
898,609,13546
899,611,14684
900,611,4598
901,613,14875
902,613,302
903,613,6613
904,615,16907
905,615,8318
906,616,5510
907,617,3567
908,617,606
909,618,11499
910,618,19453
911,618,7346
912,619,16933
913,619,8789
914,620,2964
915,622,16514
916,622,17392
917,622,6315
918,623,15440
919,623,11694
920,624,14139
921,624,19038
922,624,15886
923,627,17088
924,627,2320
925,627,5993
926,629,7087
927,629,1354
928,629,10999
929,631,12208
930,632,2617
931,632,6709
932,634,12105
933,634,16468
934,634,4726
935,635,14438
936,635,17552
937,636,15534
938,636,2204
939,637,18836
940,637,1883
941,637,13414
942,638,13377
943,640,17341
944,640,4312
945,641,11054
946,641,14977
947,643,13002
948,644,7630
949,646,825
950,646,12911
951,648,2674
952,648,2355
953,648,895
954,650,14058
955,650,8967
956,651,1623
957,652,12064
958,652,3966
959,652,11041
960,653,8197
961,653,8225
962,653,14540
963,655,19467
964,655,766
965,656,2634
966,656,2978
967,658,9361
968,658,5285
969,658,1380
970,661,15471
971,662,6246
972,662,9199
973,662,1072
974,664,278
975,665,17377
976,665,13288
977,666,10170
978,666,9596
979,667,6609
980,667,15045
981,667,3821
982,669,19484
983,669,18263
984,670,7982
985,671,14572
986,671,3026
987,673,1343
988,674,1819
989,674,19940
990,675,16962
991,676,2058
992,676,5031
993,677,7533
994,677,6807
995,678,6681
996,679,19579
997,679,17023
998,680,12288
999,680,18444
1000,681,9456
1001,681,11706
1002,682,1966
1003,682,850
1004,683,93
1005,683,7299
1006,685,1033
1007,686,16689
1008,686,5067
1009,687,7866
1010,687,10357
1011,687,19732
1012,688,14578
1013,688,9112
1014,688,19819
1015,689,6189
1016,689,13020
1017,689,15033
1018,690,12469
1019,691,5925
1020,692,7888
1021,693,3562
1022,693,5363
1023,694,4785
1024,694,14180
1025,695,1109
1026,695,12928
1027,696,9655
1028,696,9978
1029,697,11150
1030,697,19151
1031,698,18943
1032,699,12873
1033,699,12492
1034,701,17978
1035,701,1306
1036,702,14636
1037,702,15204
1038,702,5748
1039,706,8143
1040,706,1812
1041,706,13450
1042,707,14148
1043,707,8650
1044,707,13159
1045,708,12314
1046,708,8450
1047,709,8516
1048,709,1753
1049,709,6443
1050,710,15014
1051,710,3736
1052,711,16410
1053,711,470
1054,713,14045
1055,713,14094
1056,713,16445
1057,715,19893
1058,715,12866
1059,715,8701
1060,716,17954
1061,721,16929
1062,721,7207
1063,721,14017
1064,723,10031
1065,723,15019
1066,725,3408
1067,726,17398
1068,726,6906
1069,726,18275
1070,727,18177
1071,727,4177
1072,728,12959
1073,728,9590
1074,730,15443
1075,730,18058
1076,731,14430
1077,732,15078
1078,733,6881
1079,733,19069
1080,734,4855
1081,735,2112
1082,735,12975
1083,736,16699
1084,737,2499
1085,737,9941
1086,738,16093
1087,738,2418
1088,740,19772
1089,741,16411
1090,742,10004
1091,742,13911
1092,743,10886
1093,743,11507
1094,745,10611
1095,745,7269
1096,745,13232
1097,746,19882
1098,747,17412
1099,747,18399
1100,747,8335
1101,748,11535
1102,749,10251
1103,749,10334
1104,751,14487
1105,751,7543
1106,754,16498
1107,754,17520
1108,755,16986
1109,755,10576
1110,756,14652
1111,756,2415
1112,758,17885
1113,761,19249
1114,762,11479
1115,762,858
1116,762,14081
1117,763,12570
1118,763,10488
1119,764,7272
1120,764,397
1121,766,11001
1122,766,14947
1123,767,17789
1124,769,1127
1125,769,2517
1126,770,10232
1127,770,18650
1128,774,10807
1129,774,3388
1130,775,13245
1131,775,14345
1132,775,4863
1133,778,2691
1134,778,405
1135,780,4951
1136,780,19861
1137,780,5747
1138,781,2023
1139,782,15376
1140,782,15443
1141,782,15387
1142,783,14462
1143,784,13856
1144,784,17118
1145,784,355
1146,787,9015
1147,787,19973
1148,787,17575
1149,788,10937
1150,788,3427
1151,788,6754
1152,789,9047
1153,789,12706
1154,789,869
1155,790,7605
1156,791,3537
1157,791,1192
1158,792,7967
1159,793,17236
1160,793,12140
1161,793,1633
1162,794,11897
1163,794,18864
1164,794,15015
1165,795,8880
1166,796,1741
1167,797,8483
1168,799,2642
1169,800,11031
1170,800,1759
1171,801,222
1172,802,16782
1173,802,8795
1174,803,9133
1175,803,10683
1176,803,4006
1177,804,4596
1178,804,18771
1179,805,8736
1180,805,13945
1181,806,6771
1182,806,10816
1183,806,9492
1184,807,1237
1185,807,6181
1186,807,16700
1187,808,17706
1188,808,17385
1189,808,18161
1190,809,8782
1191,809,4002
1192,809,5853
1193,810,18652
1194,810,17586
1195,811,904
1196,811,9219
1197,813,11717
1198,813,13193
1199,814,8554
1200,814,3082
1201,814,867
1202,815,17340
1203,815,18246
1204,816,9857
1205,816,8315
1206,817,8846
1207,817,13711
1208,817,1384
1209,818,304
1210,818,6112
1211,818,12117
1212,819,8440
1213,819,10518
1214,819,19964
1215,820,7193
1216,820,13022
1217,820,7029
1218,824,10517
1219,825,13823
1220,825,11884
1221,825,384
1222,826,5694
1223,829,9452
1224,829,10189
1225,829,19011
1226,830,14635
1227,831,6914
1228,832,19356
1229,833,19817
1230,834,16081
1231,835,9572
1232,835,19144
1233,836,12523
1234,839,8966
1235,840,11454
1236,844,3277
1237,844,6642
1238,844,9684
1239,846,18663
1240,846,13194
1241,846,12949
1242,847,13831
1243,848,14737
1244,848,4823
1245,850,7577
1246,851,13987
1247,851,6806
1248,851,2395
1249,852,16527
1250,852,722
1251,852,10832
1252,853,5375
1253,853,11463
1254,855,4121
1255,855,3016
1256,857,1572
1257,857,7879
1258,860,18462
1259,861,1755
1260,862,3877
1261,862,1279
1262,863,15062
1263,864,10980
1264,864,1771
1265,864,12497
1266,865,636
1267,865,5584
1268,865,10580
1269,867,14136
1270,867,11584
1271,867,11180
1272,869,7901
1273,869,5282
1274,871,10414
1275,872,9322
1276,872,12097
1277,872,10354
1278,873,8334
1279,873,18985
1280,873,19952
1281,875,7526
1282,875,9304
1283,876,178
1284,876,10346
1285,877,5338
1286,878,15803
1287,879,8742
1288,880,2824
1289,881,18003
1290,882,18726
1291,883,360
1292,883,9961
1293,884,5229
1294,885,13668
1295,885,13559
1296,886,1247
1297,887,11779
1298,887,19646
1299,888,14210
1300,888,14787
1301,889,3537
1302,890,1755
1303,890,10588
1304,890,12999
1305,891,12658
1306,891,4454
1307,891,17362
1308,892,18333
1309,892,6129
1310,892,18313
1311,893,12981
1312,893,5942
1313,893,15278
1314,894,16985
1315,894,751
1316,894,2877
1317,895,3251
1318,895,5005
1319,896,391
1320,897,3328
1321,897,19465
1322,898,8520
1323,899,19847
1324,899,4522
1325,900,4957
1326,900,10894
1327,902,17054
1328,903,18140
1329,903,19769
1330,904,15654
1331,905,2766
1332,905,10353
1333,905,8845
1334,906,10801
1335,906,7803
1336,907,17276
1337,907,16682
1338,910,5290
1339,911,16894
1340,911,17660
1341,912,1921
1342,912,4085
1343,913,14295
1344,913,5351
1345,915,9467
1346,915,4052
1347,915,18809
1348,916,1925
1349,917,13156
1350,917,5394
1351,917,6372
1352,918,3808
1353,919,16445
1354,919,4589
1355,919,17827
1356,920,18530
1357,920,7187
1358,920,19270
1359,922,12633
1360,922,17998
1361,923,2515
1362,923,16999
1363,924,3392
1364,924,6720
1365,924,16545
1366,925,446
1367,925,19734
1368,926,15524
1369,927,13055
1370,927,18787
1371,928,11926
1372,928,7391
1373,928,16095
1374,930,17926
1375,933,4302
1376,934,19099
1377,934,12614
1378,934,16734
1379,935,12751
1380,936,17901
1381,936,8919
1382,938,5553
1383,938,5090
1384,938,8655
1385,939,9882
1386,940,8702
1387,940,19265
1388,940,18050
1389,941,7974
1390,941,8248
1391,942,12970
1392,944,13111
1393,944,16665
1394,944,4277
1395,945,19780
1396,946,8709
1397,947,19747
1398,947,16945
1399,948,8217
1400,949,2703
1401,950,14738
1402,952,11155
1403,952,2407
1404,952,17087
1405,953,2443
1406,953,6242
1407,956,12559
1408,956,16611
1409,956,17163
1410,957,2103
1411,957,14500
1412,957,19066
1413,958,2846
1414,960,1182
1415,960,5222
1416,960,12093
1417,961,5567
1418,961,1888
1419,961,13324
1420,964,14263
1421,965,11561
1422,965,11243
1423,969,9732
1424,970,3323
1425,970,18824
1426,970,1800
1427,971,2094
1428,972,6527
1429,973,12858
1430,974,18263
1431,975,9825
1432,975,6961
1433,976,19560
1434,976,509
1435,976,13462
1436,977,10185
1437,977,14657
1438,978,10783
1439,978,12752
1440,979,8078
1441,981,16071
1442,982,19739
1443,982,10514
1444,982,9219
1445,983,15123
1446,984,17277
1447,984,9625
1448,986,16875
1449,986,12862
1450,986,1096
1451,989,999
1452,989,5070
1453,989,15840
1454,990,18137
1455,990,14491
1456,990,18316
1457,991,16489
1458,992,11695
1459,992,8211
1460,992,1889
1461,993,927
1462,994,13784
1463,994,2089
1464,994,2055
1465,995,3542
1466,995,10693
1467,996,7390
1468,996,1924
1469,997,179
1470,997,11665
1471,998,14585
1472,998,909
1473,998,3840
1474,1001,5425
1475,1002,437
1476,1004,4132
1477,1004,6112
1478,1004,9538
1479,1005,13454
1480,1005,7741
1481,1007,13158
1482,1007,705
1483,1007,5899
1484,1008,3005
1485,1009,13020
1486,1010,8795
1487,1011,8332
1488,1011,16658
1489,1013,3341
1490,1014,12481
1491,1015,10612
1492,1015,13959
1493,1015,17788
1494,1016,3818
1495,1019,1932
1496,1019,9302
1497,1020,19503
1498,1020,5306
1499,1021,13646
1500,1021,6608
1501,1022,10906
1502,1022,16394
1503,1022,3586
1504,1023,10473
1505,1023,19720
1506,1025,4538
1507,1026,3274
1508,1026,1530
1509,1028,10394
1510,1028,6294
1511,1028,13648
1512,1029,2487
1513,1029,6387
1514,1029,5852
1515,1031,15178
1516,1032,14068
1517,1032,6109
1518,1032,7706
1519,1033,19027
1520,1035,18408
1521,1035,12313
1522,1035,7956
1523,1036,9060
1524,1038,1978
1525,1039,12326
1526,1041,4114
1527,1042,12233
1528,1043,4731
1529,1043,17170
1530,1044,15110
1531,1045,6978
1532,1045,4882
1533,1045,13309
1534,1048,12053
1535,1048,9272
1536,1049,2634
1537,1049,8155
1538,1049,18694
1539,1051,15140
1540,1053,12401
1541,1053,8217
1542,1053,1380
1543,1055,1245
1544,1055,14895
1545,1056,18060
1546,1056,14429
1547,1056,6784
1548,1057,16804
1549,1057,18441
1550,1057,5679
1551,1058,3246
1552,1058,14640
1553,1060,8616
1554,1060,19700
1555,1061,15824
1556,1061,11437
1557,1062,5404
1558,1062,3665
1559,1062,6110
1560,1063,10690
1561,1063,6382
1562,1063,15207
1563,1064,200
1564,1064,10995
1565,1064,14393
1566,1065,17746
1567,1069,219
1568,1069,2980
1569,1069,8482
1570,1070,11212
1571,1071,6960
1572,1071,8721
1573,1071,1891
1574,1073,5193
1575,1073,10664
1576,1073,12407
1577,1074,9865
1578,1074,9439
1579,1074,16723
1580,1075,13246
1581,1075,1733
1582,1077,1897
1583,1078,16214
1584,1078,10781
1585,1078,7891
1586,1081,14882
1587,1081,9223
1588,1082,10895
1589,1082,4388
1590,1084,10681
1591,1085,19592
1592,1086,4893
1593,1086,7459
1594,1087,18210
1595,1087,7429
1596,1087,10354
1597,1088,19113
1598,1088,13388
1599,1088,19504
1600,1090,11379
1601,1090,2204
1602,1090,5328
1603,1091,19064
1604,1091,2033
1605,1091,18152
1606,1092,14528
1607,1092,525
1608,1093,368
1609,1093,11341
1610,1093,17043
1611,1094,1360
1612,1094,16075
1613,1095,16682
1614,1097,13956
1615,1097,1712
1616,1099,3534
1617,1099,4952
1618,1100,14522
1619,1100,3045
1620,1101,17753
1621,1101,9019
1622,1103,9738
1623,1105,5214
1624,1105,9474
1625,1106,6273
1626,1107,781
1627,1107,7716
1628,1107,19610
1629,1108,5643
1630,1109,3244
1631,1109,19214
1632,1109,17606
1633,1110,75
1634,1110,18919
1635,1110,4756
1636,1111,15436
1637,1114,723
1638,1114,3977
1639,1114,2679
1640,1115,3476
1641,1117,15979
1642,1117,9014
1643,1118,17861
1644,1118,15256
1645,1119,9661
1646,1119,2101
1647,1122,14493
1648,1124,8694
1649,1124,19510
1650,1124,11086
1651,1126,2437
1652,1126,5488
1653,1127,11225
1654,1127,4871
1655,1128,12734
1656,1129,6734
1657,1129,11565
1658,1130,13450
1659,1131,9982
1660,1131,14908
1661,1131,16677
1662,1133,730
1663,1133,7585
1664,1133,11556
1665,1134,9283
1666,1134,13728
1667,1136,6655
1668,1137,8568
1669,1137,3305
1670,1138,17844
1671,1138,6754
1672,1138,2135
1673,1139,5543
1674,1140,11888
1675,1140,5437
1676,1141,13204
1677,1141,8295
1678,1141,11582
1679,1142,8752
1680,1142,2775
1681,1142,4475
1682,1143,8264
1683,1143,14510
1684,1143,4788
1685,1144,17075
1686,1144,10850
1687,1144,6544
1688,1146,8032
1689,1146,6256
1690,1146,17525
1691,1147,5088
1692,1147,6971
1693,1150,14494
1694,1150,9594
1695,1150,16305
1696,1151,15703
1697,1152,18272
1698,1152,16941
1699,1153,16831
1700,1153,1490
1701,1153,7870
1702,1154,10839
1703,1154,19374
1704,1155,11192
1705,1156,11610
1706,1157,13211
1707,1157,3051
1708,1158,11795
1709,1159,16844
1710,1159,17033
1711,1160,10501
1712,1161,10290
1713,1161,10344
1714,1162,13417
1715,1163,1870
1716,1164,17958
1717,1164,4902
1718,1164,5311
1719,1165,1400
1720,1165,83
1721,1165,10944
1722,1166,16522
1723,1167,9837
1724,1170,13021
1725,1170,894
1726,1171,16898
1727,1172,17884
1728,1172,17109
1729,1172,1598
1730,1173,13343
1731,1174,19283
1732,1175,18417
1733,1177,8163
1734,1178,11547
1735,1179,8913
1736,1179,5834
1737,1180,16960
1738,1180,2715
1739,1180,18028
1740,1184,1707
1741,1184,6257
1742,1186,19398
1743,1187,7151
1744,1187,13267
1745,1187,6760
1746,1188,16872
1747,1188,3499
1748,1188,3706
1749,1189,3644
1750,1189,10357
1751,1189,17457
1752,1190,18918
1753,1190,295
1754,1190,10973
1755,1192,18955
1756,1192,5446
1757,1192,11899
1758,1194,286
1759,1194,2896
1760,1196,16573
1761,1196,1202
1762,1197,10010
1763,1198,10777
1764,1198,18933
1765,1199,6336
1766,1200,10298
1767,1200,13348
1768,1200,18735
1769,1201,17657
1770,1203,10896
1771,1203,6005
1772,1203,18445
1773,1204,9873
1774,1205,2789
1775,1205,7331
1776,1206,4540
1777,1206,8354
1778,1206,2476
1779,1207,2794
1780,1207,12479
1781,1209,17007
1782,1210,18762
1783,1210,12057
1784,1210,6265
1785,1211,431
1786,1211,3180
1787,1212,5860
1788,1214,6379
1789,1215,3121
1790,1215,17869
1791,1215,10385
1792,1217,7779
1793,1221,3644
1794,1223,10035
1795,1223,10925
1796,1224,612
1797,1225,11200
1798,1225,7630
1799,1227,12035
1800,1228,15108
1801,1228,19054
1802,1229,8747
1803,1229,14269
1804,1230,13757
1805,1231,6884
1806,1232,6777
1807,1232,3258
1808,1233,3738
1809,1235,12430
1810,1235,11556
1811,1235,76
1812,1237,593
1813,1237,14533
1814,1237,12962
1815,1238,17891
1816,1239,15057
1817,1239,12280
1818,1241,15495
1819,1241,12125
1820,1242,8452
1821,1243,8577
1822,1245,6232
1823,1246,11457
1824,1246,13918
1825,1246,8400
1826,1247,16153
1827,1247,16647
1828,1248,5528
1829,1248,15051
1830,1248,7449
1831,1250,11808
1832,1253,7740
1833,1253,13524
1834,1254,8830
1835,1254,11963
1836,1256,11045
1837,1256,3346
