id,object_id,event_id
397,267,2133
398,268,6542
399,268,9214
400,270,3315
401,270,13412
402,270,9557
403,271,17525
404,271,5662
405,271,5783
406,272,18604
407,272,10654
408,272,15992
409,275,14458
410,275,11105
411,275,16245
412,276,16453
413,278,11452
414,279,13123
415,279,13381
416,279,6339
417,280,4161
418,280,19004
419,280,14813
420,281,5481
421,281,7110
422,282,11087
423,283,9628
424,283,6799
425,283,8152
426,286,11676
427,286,6743
428,286,2677
429,287,14562
430,287,17594
431,287,17235
432,291,5868
433,291,4981
434,291,11352
435,292,6970
436,293,1177
437,293,17981
438,293,19217
439,294,9592
440,294,19365
441,295,5133
442,295,14152
443,296,12340
444,296,16855
445,298,16344
446,299,19377
447,299,12110
448,299,16549
449,300,12720
450,301,13008
451,301,11290
452,301,16400
453,303,17528
454,303,19150
455,303,4511
456,305,13367
457,305,3813
458,305,3513
459,306,308
460,306,68
461,307,2718
462,308,19929
463,308,15149
464,308,11429
465,310,1080
466,310,84
467,310,14171
468,311,16028
469,311,15256
470,311,16104
471,312,4566
472,312,5154
473,313,434
474,313,7281
475,316,16584
476,316,17981
477,317,1636
478,318,19445
479,319,4366
480,319,4643
481,321,16868
482,321,15549
483,321,11238
484,322,10888
485,323,16810
486,323,530
487,324,463
488,324,2660
489,325,18843
490,326,11865
491,328,3410
492,328,6775
493,328,5116
494,329,15457
495,330,11151
496,331,17576
497,332,5684
498,334,10271
499,334,397
500,334,11181
501,335,16305
502,335,14589
503,335,4920
504,336,15328
505,337,9716
506,337,17939
507,340,5820
508,340,1371
509,341,10604
510,341,12057
511,342,4656
512,342,10759
513,343,18994
514,344,461
515,344,6400
516,345,17231
517,345,14638
518,345,1137
519,346,13053
520,346,15138
521,347,17810
522,351,3915
523,351,17072
524,352,2435
525,352,9629
526,352,11115
527,353,11277
528,354,9989
529,354,19658
530,356,1218
531,356,15611
532,356,3222
533,359,11015
534,359,8259
535,359,18493
536,360,15985
537,360,19291
538,360,12137
539,362,216
540,362,8115
541,362,5710
542,363,5137
543,363,2819
544,364,11066
545,364,15974
546,364,2182
547,365,2916
548,365,4165
549,367,9700
550,367,18421
551,368,10983
552,369,8344
553,369,17285
554,370,10464
555,370,11632
556,370,5370
557,371,13584
558,372,6179
559,372,8714
560,374,6360
561,375,12272
562,377,13590
563,379,1037
564,379,4376
565,381,15547
566,381,19383
567,382,11842
568,382,1366
569,382,4888
570,383,12471
571,384,12386
572,384,5708
573,384,9212
574,387,9236
575,387,7567
576,388,19396
577,388,13407
578,388,2768
579,391,8604
580,391,16696
581,391,1256
582,393,1714
583,394,3230
584,394,7754
585,394,18683
586,395,15370
587,396,3078
588,397,10288
589,397,4735
590,399,10538
591,400,2845
592,400,12547
593,401,11367
594,401,1293
595,402,6391
596,402,14118
597,403,12310
598,404,7023
599,404,1879
600,405,12384
601,405,2599
602,405,1647
603,407,3048
604,407,16978
605,408,506
606,408,10545
607,408,6906
608,410,9262
609,410,14639
610,410,16593
611,411,9833
612,412,2751
613,412,17006
614,413,17121
615,413,113
616,414,1754
617,415,18906
618,416,5010
619,416,12294
620,417,18407
621,417,11419
622,417,283
623,419,19988
624,419,1834
625,420,12371
626,421,10403
627,421,1590
628,422,14687
629,422,13822
630,423,3871
631,423,14263
632,423,16183
633,424,17399
634,424,18390
635,425,9970
636,426,9325
637,426,10023
638,427,9166
639,428,7459
640,428,6732
641,428,11790
642,429,14377
643,429,3648
644,430,13945
645,431,2885
646,435,3834
647,435,6172
648,436,16053
649,436,16802
650,436,16232
651,439,8657
652,439,12909
653,441,3687
654,441,13756
655,441,6922
656,442,10284
657,443,16663
658,443,1315
659,443,15074
660,444,10243
661,444,12356
662,446,19796
663,446,10040
664,446,5803
665,447,4461
666,447,5254
667,447,13368
668,448,11138
669,449,17033
670,449,7841
671,450,14528
672,450,15262
673,450,15839
674,452,3967
675,452,10474
676,452,16146
677,453,12174
678,454,12277
679,454,7472
680,454,6783
681,455,17657
682,455,4579
683,455,11998
684,457,15817
685,459,8194
686,461,1140
687,461,11023
688,461,12095
689,462,2609
690,462,12084
691,462,4524
692,463,13935
693,464,9589
694,464,19476
695,465,9999
696,465,5504
697,465,1284
698,466,14927
699,467,15259
700,467,10370
701,467,11639
702,468,9651
703,468,6719
704,469,12042
705,469,3044
706,472,3409
707,473,1015
708,473,3501
709,473,15136
710,474,19338
711,474,18220
712,474,4358
713,475,15367
714,475,12854
715,475,12238
716,479,81
717,479,17253
718,480,17193
719,480,14042
720,480,5723
721,481,17316
722,481,400
723,481,4114
724,482,12632
725,482,426
726,482,16266
727,483,17117
728,483,11153
729,483,15146
730,484,19071
731,484,12296
732,485,9872
733,485,16522
734,485,7689
735,486,14257
736,486,4866
737,486,9451
738,487,5561
739,487,1381
740,489,15168
741,489,3763
742,489,4651
743,490,6585
744,490,10263
745,491,7574
746,492,8029
747,492,11919
748,495,2467
749,496,4789
750,497,19271
751,498,19762
752,498,277
753,499,6805
754,500,7517
755,500,14951
756,501,11843
757,502,648
758,502,12434
759,503,16887
760,503,8494
761,505,17159
762,505,5262
763,505,3170
764,506,12391
765,506,9992
766,507,4499
767,508,459
768,508,9080
769,509,15770
770,509,7679
771,510,16131
772,510,8247
773,510,13803
774,511,8486
775,511,11871
776,512,5666
777,512,19670
778,513,1526
779,513,8273
780,513,6865
781,514,2278
782,514,19503
783,515,5727
784,515,11277
785,516,743
786,516,19261
787,517,16903
788,518,16172
789,518,12607
790,518,6833
791,519,11695
792,519,12849
793,519,11003
794,521,4737
795,522,2051
796,522,10490
797,523,9810
798,523,3509
799,525,542
800,527,14280
801,532,1928
802,532,8277
803,532,432
804,533,18625
805,533,11911
806,533,18107
807,534,12762
808,537,15841
809,537,2809
810,538,15538
811,540,8097
812,541,145
813,541,16618
814,542,9786
815,543,821
816,543,16489
817,544,13424
818,546,14234
819,547,10912
820,547,7419
821,547,10646
822,548,15633
823,548,4394
824,548,18434
825,549,16721
826,549,12218
827,550,381
828,551,15592
829,551,17396
830,552,3258
831,552,18197
832,553,13929
833,553,11811
834,555,10724
835,556,14481
836,556,6594
837,557,5799
838,557,6098
839,558,11157
840,558,7052
841,558,16333
842,559,7705
843,560,296
844,560,13324
845,561,19468
846,561,3354
847,561,9975
848,562,14657
849,562,10587
850,562,6704
851,563,5661
852,564,11548
853,566,17647
854,567,4333
855,568,13426
856,568,17568
857,570,8894
858,571,9258
859,572,10886
860,572,13951
861,573,1316
862,573,6342
863,575,13034
864,577,12941
865,577,15561
866,578,7405
867,578,9382
868,578,8055
869,580,12955
870,580,8909
871,580,11064
872,581,9325
873,581,16372
874,582,9671
875,582,8366
876,582,1138
877,583,15654
878,583,19187
879,583,14922
880,584,6964
881,586,10112
882,587,16604
883,588,13676
884,590,19755
885,590,14820
886,595,1547
887,598,12772
888,600,15747
889,601,10309
890,602,6131
891,603,4464
892,604,5722
893,604,15534
894,604,13082
895,605,15445
896,606,17357
897,608,2415
898,609,16169
899,611,4016
900,611,3460
901,611,9431
902,612,750
903,614,8278
904,614,18967
905,615,17483
906,615,17373
907,617,12859
908,617,15762
909,619,18709
910,619,14220
911,619,8678
912,621,1079
913,621,16523
914,621,3875
915,623,15492
916,625,15688
917,625,19915
918,626,14921
919,626,16889
920,626,10149
921,627,8305
922,628,5053
923,628,9303
924,628,3393
925,630,10253
926,630,458
927,631,1511
928,631,15721
929,632,9558
930,634,11229
931,634,1071
932,634,15212
933,635,2793
934,636,12117
935,636,19519
936,637,19999
937,637,14754
938,639,16357
939,639,11818
940,639,14319
941,640,6069
942,640,8952
943,640,12177
944,641,8117
945,642,7255
946,642,15938
947,642,8714
948,643,1116
949,643,1975
950,644,2089
951,645,16092
952,645,635
953,646,8186
954,647,9561
955,649,3135
956,650,4863
957,651,17429
958,653,12880
959,653,6857
960,654,1167
961,654,6464
962,655,3153
963,656,14369
964,657,14431
965,657,7069
966,660,6957
967,660,6382
968,660,12444
969,664,15118
970,664,16349
971,664,4977
972,666,17576
973,666,5290
974,667,9546
975,668,12933
976,668,17279
977,670,14539
978,670,15731
979,670,8126
980,671,12238
981,671,12382
982,672,19830
983,673,7085
984,673,9051
985,675,19995
986,675,5912
987,675,15524
988,677,10182
989,678,12059
990,679,3383
991,680,18797
992,680,5168
993,681,564
994,681,2729
995,681,4907
996,682,5157
997,683,11760
998,683,13111
999,683,3451
1000,684,5247
1001,685,11549
1002,685,1310
1003,685,16940
1004,686,17601
1005,687,12687
1006,687,11981
1007,689,4322
1008,690,19929
1009,691,10876
1010,691,15566
1011,692,7381
1012,692,16711
1013,692,16734
1014,693,18799
1015,693,8496
1016,694,9525
1017,694,19915
1018,694,14409
1019,695,11491
1020,695,7951
1021,696,10829
1022,697,1982
1023,697,4872
1024,698,7468
1025,698,11562
1026,699,19117
1027,699,5550
1028,699,17479
1029,700,6822
1030,702,14005
1031,704,6646
1032,705,8682
1033,705,11669
1034,705,881
1035,706,444
1036,707,17761
1037,707,4171
1038,708,17413
1039,709,10897
1040,709,3522
1041,710,4387
1042,711,15747
1043,711,14391
1044,712,17472
1045,712,18152
1046,712,14306
1047,713,2707
1048,713,16113
1049,714,2282
1050,714,10223
1051,714,18724
1052,715,1773
1053,715,784
1054,716,3514
1055,716,4230
1056,717,14716
1057,717,4219
1058,717,18289
1059,718,12413
1060,721,15194
1061,722,3986
1062,722,16982
1063,724,8685
1064,724,9455
1065,724,15185
1066,725,5971
1067,727,26
1068,728,6227
1069,728,19891
1070,728,12994
1071,729,13092
1072,729,13849
1073,729,14207
1074,730,19914
1075,731,7341
1076,731,6357
1077,731,3360
1078,732,13950
1079,732,14810
1080,732,8231
1081,733,11482
1082,735,2449
1083,735,7684
1084,736,12910
1085,736,12757
1086,738,18760
1087,738,4131
1088,738,17246
1089,739,3243
1090,739,18309
1091,740,13597
1092,740,1551
1093,740,10743
1094,741,12362
1095,742,6948
1096,745,8935
1097,745,7925
1098,745,4685
1099,746,15893
1100,746,16513
1101,747,16986
1102,747,13091
1103,747,9662
1104,749,15490
1105,750,9373
1106,752,514
1107,752,2617
1108,752,9328
1109,753,13633
1110,753,17437
1111,753,11581
1112,754,15280
1113,754,7856
1114,756,16102
1115,756,15102
1116,757,5461
1117,757,3096
1118,757,11048
1119,759,17243
1120,760,16648
1121,760,13928
1122,760,18969
1123,762,17442
1124,762,12678
1125,764,18457
1126,764,13298
1127,764,9017
1128,767,17388
1129,769,9559
1130,769,5634
1131,769,15140
1132,770,267
1133,771,16604
1134,771,19375
1135,772,7530
1136,772,7890
1137,774,11182
1138,774,487
1139,774,18068
1140,775,10707
1141,776,489
1142,776,18224
1143,776,3372
1144,777,5432
1145,777,5872
1146,779,2904
1147,779,15866
1148,780,10040
1149,780,12795
1150,780,12609
1151,783,16823
1152,785,7790
1153,785,11300
1154,785,12310
1155,786,6412
1156,786,4708
1157,786,8882
1158,787,8711
1159,787,3248
1160,789,19025
1161,789,5119
1162,789,16584
1163,790,2456
1164,790,19585
1165,790,8449
1166,791,17953
1167,791,8038
1168,792,729
1169,793,9266
1170,793,11458
1171,795,1134
1172,795,1597
1173,797,19491
1174,798,7149
1175,799,9189
1176,799,4114
1177,799,4344
1178,800,19132
1179,800,18437
1180,800,8840
1181,801,12517
1182,801,5923
1183,801,11447
1184,802,7411
1185,802,5597
1186,802,3485
1187,803,17721
1188,803,18770
1189,803,15527
1190,804,10806
1191,804,6117
1192,804,19138
1193,805,4631
1194,806,10955
1195,806,10305
1196,806,2416
1197,809,14393
1198,809,18432
1199,810,1938
1200,810,14071
1201,810,18102
1202,812,14292
1203,813,16275
1204,813,12832
1205,814,15546
1206,816,3196
1207,816,15151
1208,817,12229
1209,817,14502
1210,818,8930
1211,819,8102
1212,819,5056
1213,820,14756
1214,820,3350
1215,821,17707
1216,821,6823
1217,821,8897
1218,825,19761
1219,826,19572
1220,826,3140
1221,827,10016
1222,830,10075
1223,830,8650
1224,830,8524
1225,831,5545
1226,833,14192
1227,833,5261
1228,834,7431
1229,834,3528
1230,834,19712
1231,835,14776
1232,835,8931
1233,835,16688
1234,836,14202
1235,836,16107
1236,839,6204
1237,840,13064
1238,841,18685
1239,841,14100
1240,841,4664
1241,842,6188
1242,843,9042
1243,843,13292
1244,845,7216
1245,845,15606
1246,845,15444
1247,846,1194
1248,846,14413
1249,847,7172
1250,847,4534
1251,847,11828
1252,848,7501
1253,848,7193
1254,848,4150
1255,850,6444
1256,850,15760
1257,851,13158
1258,853,14776
1259,853,15610
1260,853,2093
1261,854,14200
1262,855,7006
1263,855,3267
1264,856,11354
1265,857,2870
1266,857,5187
1267,857,9114
1268,858,10752
1269,862,18594
1270,863,14811
1271,863,5717
1272,864,6850
1273,864,6706
1274,864,3711
1275,867,13072
1276,867,458
1277,867,19044
1278,868,11894
1279,870,10957
1280,870,17727
1281,870,8986
1282,871,7443
1283,871,9849
1284,871,13411
1285,873,13884
1286,875,12075
1287,875,3056
1288,875,14420
1289,876,15894
1290,878,1214
1291,879,9641
1292,880,9346
1293,880,6428
1294,880,8741
1295,881,11613
1296,881,8474
1297,881,18961
1298,882,9998
1299,882,6029
1300,882,4957
1301,883,3999
1302,884,5007
1303,884,12603
1304,884,3748
1305,885,6839
1306,885,18492
1307,886,791
1308,886,7096
1309,887,9817
1310,887,5745
1311,887,16558
1312,888,7948
1313,889,3157
1314,890,5108
1315,891,14262
1316,891,2691
1317,892,13591
1318,892,11706
1319,892,4366
1320,893,18623
1321,893,17841
1322,894,12813
1323,894,3541
1324,894,3735
1325,896,11594
1326,896,6653
1327,896,3292
1328,897,12395
1329,897,13531
1330,897,7023
1331,898,17083
1332,898,9958
1333,898,7163
1334,899,7585
1335,899,14424
1336,899,14395
1337,901,457
1338,901,15698
1339,901,9580
1340,904,14479
1341,904,9827
1342,905,10033
1343,905,316
1344,905,7612
1345,906,358
1346,907,1995
1347,907,13588
1348,909,4838
1349,910,19306
1350,911,14229
1351,911,8536
1352,911,5632
1353,914,10705
1354,914,9000
1355,914,14327
1356,915,9205
1357,916,12327
1358,916,14448
1359,916,9092
1360,918,7224
1361,918,5601
1362,921,18778
1363,922,8175
1364,922,9195
1365,923,11460
1366,923,7829
1367,923,15964
1368,924,10302
1369,926,4649
1370,927,7914
1371,927,9007
1372,928,19165
1373,929,8076
1374,929,1141
1375,929,16159
1376,930,16886
1377,931,15011
1378,931,16465
1379,931,14798
1380,934,2516
1381,935,7441
1382,935,3610
1383,936,14754
1384,936,846
1385,938,16239
1386,938,7699
1387,939,9394
1388,939,17754
1389,939,1954
1390,942,3776
1391,945,18090
1392,945,5609
1393,945,3089
1394,946,19907
1395,947,5699
1396,948,11501
1397,948,11252
1398,949,1906
1399,949,19017
1400,949,3028
1401,950,1099
1402,950,12332
1403,951,11073
1404,953,5655
1405,953,458
1406,954,12643
1407,955,18631
1408,955,2945
1409,956,7015
1410,956,9855
1411,956,1486
1412,957,13993
1413,957,1779
1414,958,422
1415,958,5664
1416,958,13302
1417,959,11751
1418,959,11810
1419,959,4329
1420,960,16061
1421,960,5384
1422,961,3602
1423,961,14670
1424,961,13762
1425,962,3512
1426,962,16126
1427,962,3279
1428,963,4513
1429,964,13114
1430,964,15609
1431,965,1713
1432,965,9517
1433,966,11137
1434,966,4325
1435,967,5368
1436,967,411
1437,967,5261
1438,969,18214
1439,969,11726
1440,972,11730
1441,972,16311
1442,972,13240
1443,975,11258
1444,977,9637
1445,977,16600
1446,978,17477
1447,979,7391
1448,980,17694
1449,980,14507
1450,980,17455
1451,982,12941
1452,982,15905
1453,983,4671
1454,983,9696
1455,983,5609
1456,984,4377
1457,985,16750
1458,986,1402
1459,986,19341
1460,986,17618
1461,987,5282
1462,987,13226
1463,987,6008
1464,989,17956
1465,989,3288
1466,990,14234
1467,991,4380
1468,991,16828
1469,993,17497
1470,994,5190
1471,995,7593
1472,995,5610
1473,997,4396
1474,997,18287
1475,997,4649
1476,998,9517
1477,998,13530
1478,999,9854
1479,999,12302
1480,1000,11756
1481,1001,3810
1482,1001,4758
1483,1002,16326
1484,1004,308
1485,1006,10596
1486,1006,8877
1487,1007,9818
1488,1009,5128
1489,1009,4562
1490,1009,12844
1491,1010,7625
1492,1010,18466
1493,1011,1032
1494,1011,8824
1495,1011,11262
1496,1012,12085
1497,1012,1175
1498,1012,4626
1499,1013,1517
1500,1013,18844
1501,1013,1833
1502,1015,529
1503,1015,13423
1504,1015,1071
1505,1017,15961
1506,1019,19603
1507,1019,891
1508,1019,14749
1509,1020,5703
1510,1020,15635
1511,1020,7835
1512,1021,1328
1513,1021,11791
1514,1023,13509
1515,1024,5091
1516,1024,16388
1517,1025,12295
1518,1025,17769
1519,1027,5448
1520,1027,11902
1521,1028,18060
1522,1028,14514
1523,1028,12528
1524,1029,17051
1525,1029,515
1526,1030,7246
1527,1030,4182
1528,1031,2110
1529,1033,5352
1530,1033,2374
1531,1033,3123
1532,1034,17392
1533,1034,2623
1534,1035,3219
1535,1035,19110
1536,1035,17700
1537,1036,6123
1538,1036,1821
1539,1036,3378
1540,1037,17589
1541,1037,4911
1542,1037,13572
1543,1038,139
1544,1038,14222
1545,1038,9017
1546,1039,11712
1547,1039,4886
1548,1040,1849
1549,1042,18506
1550,1042,15449
1551,1042,14145
1552,1044,18032
1553,1044,2524
1554,1045,7251
1555,1045,18476
1556,1045,2777
1557,1047,12730
1558,1047,10555
1559,1048,1631
1560,1050,13987
1561,1053,7720
1562,1053,7315
1563,1053,19994
1564,1054,2952
1565,1054,11719
1566,1057,8454
1567,1057,1868
1568,1058,1723
1569,1058,7906
1570,1059,12369
1571,1059,3751
1572,1059,4998
1573,1060,8090
1574,1060,2600
1575,1060,11393
1576,1061,12533
1577,1061,10601
1578,1062,13032
1579,1062,17848
1580,1064,16148
1581,1065,7007
1582,1065,11312
1583,1066,3323
1584,1067,14300
1585,1067,17891
1586,1067,4003
1587,1068,12553
1588,1069,18006
1589,1069,10966
1590,1070,591
1591,1070,16962
1592,1071,12551
1593,1071,18787
1594,1071,11331
1595,1072,6871
1596,1073,16504
1597,1073,4158
1598,1073,10964
1599,1074,18645
1600,1074,13235
1601,1074,4609
1602,1078,3115
1603,1078,10764
1604,1081,11220
1605,1081,10646
1606,1083,8157
1607,1083,11449
1608,1084,6444
1609,1084,12941
1610,1085,7348
1611,1085,2999
1612,1085,10461
1613,1086,2198
1614,1086,13215
1615,1087,14057
1616,1090,14219
1617,1090,8378
1618,1090,1147
1619,1092,12776
1620,1093,14494
1621,1093,390
1622,1093,15621
1623,1094,11427
1624,1094,13955
1625,1094,15110
1626,1095,1680
1627,1095,15067
1628,1095,858
1629,1097,3889
1630,1097,16988
1631,1098,7802
1632,1098,8839
1633,1100,14662
1634,1100,14275
1635,1100,7011
1636,1102,13759
1637,1102,5043
1638,1103,7081
1639,1103,311
1640,1104,10332
1641,1106,316
1642,1106,5374
1643,1106,13489
1644,1107,18478
1645,1108,8696
1646,1108,8817
1647,1108,19472
1648,1109,12355
1649,1109,3265
1650,1110,300
1651,1110,18705
1652,1110,13935
1653,1113,7304
1654,1114,5506
1655,1114,10359
1656,1115,18821
1657,1115,15156
1658,1116,10698
1659,1117,18741
1660,1117,18220
1661,1117,7907
1662,1119,8822
1663,1119,9148
1664,1120,2414
1665,1120,14943
1666,1120,14877
1667,1122,3477
1668,1124,6373
1669,1125,4983
1670,1126,17380
1671,1127,17514
1672,1127,16984
1673,1127,10141
1674,1129,19571
1675,1130,19893
1676,1130,6426
1677,1131,18788
1678,1131,18198
1679,1131,18624
1680,1135,8463
1681,1135,4657
1682,1136,2061
1683,1136,16641
1684,1136,4132
1685,1137,6977
1686,1138,15578
1687,1139,14269
1688,1139,4780
1689,1142,17202
1690,1142,14941
1691,1143,8949
1692,1143,11361
1693,1144,16851
1694,1144,13650
1695,1145,12214
1696,1145,11620
1697,1147,17823
1698,1147,5484
1699,1148,18089
1700,1148,10322
1701,1148,7659
1702,1149,15528
1703,1150,17342
1704,1150,14951
1705,1150,2034
1706,1152,527
1707,1152,6103
1708,1154,15503
1709,1154,7578
1710,1155,6446
1711,1155,582
1712,1155,12534
1713,1156,14234
1714,1157,16462
1715,1158,768
1716,1158,11635
1717,1158,3465
1718,1159,480
1719,1159,9556
1720,1159,2533
1721,1160,10287
1722,1163,11934
1723,1163,12398
1724,1163,9894
1725,1164,13377
1726,1165,9296
1727,1165,7441
1728,1166,4700
1729,1166,13642
1730,1166,4297
1731,1167,12018
1732,1167,11991
1733,1167,8450
1734,1168,12670
1735,1168,13757
1736,1172,12931
1737,1172,1367
1738,1172,14505
1739,1173,13613
1740,1174,16054
1741,1175,13512
1742,1175,15629
1743,1175,974
1744,1176,13196
1745,1176,256
1746,1176,17399
1747,1177,4098
1748,1177,15447
1749,1177,17919
1750,1178,8152
1751,1178,18769
1752,1182,10671
1753,1182,7930
1754,1182,19642
1755,1184,15001
1756,1185,18906
1757,1185,19923
1758,1185,6453
1759,1186,14790
1760,1187,13863
1761,1188,10644
1762,1188,11793
1763,1188,17988
1764,1189,3362
1765,1191,8670
1766,1191,102
1767,1191,17579
1768,1192,18536
1769,1192,2573
1770,1192,13949
1771,1194,7450
1772,1195,16582
1773,1195,2887
1774,1195,6360
1775,1196,881
1776,1196,15043
1777,1196,15416
1778,1197,7066
1779,1199,9918
1780,1199,936
1781,1199,1022
1782,1200,3165
1783,1200,18056
1784,1202,13130
1785,1202,19106
1786,1202,2369
1787,1203,6972
1788,1203,14017
1789,1203,15113
1790,1204,1952
1791,1204,12625
1792,1204,2510
1793,1205,9449
1794,1205,5614
1795,1205,3191
1796,1206,4021
1797,1206,10759
1798,1206,5375
1799,1207,13064
1800,1208,16740
1801,1208,18911
1802,1209,7376
1803,1211,15149
1804,1212,10871
1805,1212,15088
1806,1213,19900
1807,1213,9459
1808,1214,5476
1809,1216,8974
1810,1216,1462
1811,1217,6366
1812,1218,10364
1813,1218,19093
1814,1218,10312
1815,1219,964
1816,1220,9792
1817,1220,11913
1818,1224,2147
1819,1224,2455
1820,1224,19742
1821,1225,5633
1822,1226,13855
1823,1226,4222
1824,1226,1358
1825,1227,9588
1826,1229,13796
1827,1229,13839
1828,1230,2935
1829,1230,16422
1830,1230,13623
1831,1231,19776
1832,1232,15869
1833,1232,12413
1834,1233,3128
1835,1233,11340
1836,1234,9008
1837,1235,19672
1838,1236,14427
