id,object_id,person_id
469,979,50632
470,980,19029
471,981,5044
472,987,79387
473,990,89169
474,991,17950
475,992,23739
476,993,64828
477,994,41067
478,996,90855
479,997,74214
480,998,22602
481,1002,307
482,1004,49518
483,1006,42837
484,1007,69721
485,1012,91515
486,1014,61705
487,1015,39783
488,1016,15829
489,1018,46592
490,1019,53994
491,1020,1219
492,1022,60365
493,1024,94159
494,1026,61436
495,1027,52798
496,1030,59224
497,1035,38086
498,1036,90463
499,1037,18924
500,1039,8204
501,1040,53918
502,1041,81559
503,1042,12518
504,1043,80607
505,1044,88541
506,1046,23395
507,1048,18285
508,1049,48387
509,1050,56171
510,1052,88588
511,1059,40823
512,1060,66768
513,1063,13707
514,1065,76604
515,1066,44943
516,1067,16703
517,1070,5835
518,1071,68064
519,1072,80945
520,1073,77737
521,1076,48533
522,1077,77948
523,1079,41281
524,1080,55992
525,1081,45295
526,1083,30714
527,1085,23951
528,1089,67993
529,1091,5984
530,1092,77926
531,1095,27914
532,1097,13553
533,1098,27912
534,1099,49658
535,1103,70749
536,1104,72796
537,1105,19479
538,1110,56621
539,1111,90223
540,1116,83799
541,1119,9428
542,1120,49748
543,1121,66548
544,1123,66482
545,1125,37901
546,1135,53798
547,1136,92101
548,1141,49647
549,1143,96810
550,1151,5102
551,1152,78639
552,1153,2023
553,1155,82797
554,1158,96867
555,1159,68979
556,1161,38001
557,1166,68166
558,1169,72428
559,1171,61486
560,1172,68290
561,1173,96748
562,1174,12396
563,1176,26397
564,1182,62872
565,1183,22352
566,1185,16282
567,1186,50195
568,1187,490
569,1189,84176
570,1190,25755
571,1191,55750
572,1193,22859
573,1195,18604
574,1197,39366
575,1199,71079
576,1200,76076
577,1202,73793
578,1206,72148
579,1208,70180
580,1210,15881
581,1212,20172
582,1216,92869
583,1217,25127
584,1225,62602
585,1226,92538
586,1227,88362
587,1228,57732
588,1231,34194
589,1232,7740
590,1233,14923
591,1234,50473
592,1235,83263
593,1238,92016
594,1240,68541
595,1242,50437
596,1251,42370
597,1254,25909
598,1256,67616
599,1258,56792
600,1259,25091
601,1262,81961
602,1266,45223
603,1268,98327
604,1269,37831
605,1274,2286
606,1275,59736
607,1276,19531
608,1277,27124
609,1278,14434
610,1281,65465
611,1284,91875
612,1285,21376
613,1287,85038
614,1288,27771
615,1289,99825
616,1292,77238
617,1293,46873
618,1294,36278
619,1295,10874
620,1299,61647
621,1301,44265
622,1302,91647
623,1303,55576
624,1304,38312
625,1306,51607
626,1307,14254
627,1308,56124
628,1309,15822
629,1311,22516
630,1315,69370
631,1316,88906
632,1317,60967
633,1318,7092
634,1319,72025
635,1321,46499
636,1322,83151
637,1323,69297
638,1325,24703
639,1326,2791
640,1329,56364
641,1332,42253
642,1336,60040
643,1337,37111
644,1338,854
645,1342,39747
646,1345,67760
647,1347,63144
648,1348,35702
649,1351,14861
650,1352,41446
651,1356,68453
652,1357,90525
653,1358,19289
654,1361,54672
655,1362,77561
656,1363,79336
657,1364,40355
658,1365,39104
659,1366,72613
660,1370,31097
661,1373,68855
662,1376,8444
663,1377,19203
664,1380,22884
665,1381,16003
666,1382,51169
667,1383,97915
668,1386,40319
669,1390,7016
670,1394,39318
671,1395,54648
672,1397,43558
673,1403,95617
674,1405,3840
675,1406,87815
676,1407,83545
677,1408,78789
678,1409,87851
679,1410,88992
680,1411,20086
681,1412,85530
682,1417,65256
683,1420,98556
684,1421,66421
685,1422,90296
686,1423,83360
687,1427,24500
688,1429,92337
689,1430,45240
690,1431,55754
691,1432,30347
692,1433,89982
693,1434,84687
694,1437,604
695,1438,69424
696,1440,27355
697,1444,81591
698,1445,36780
699,1446,83448
700,1447,57842
701,1449,9754
702,1451,33968
703,1453,6901
704,1454,43070
705,1455,44325
706,1456,42487
707,1459,18855
708,1461,1239
709,1464,69733
710,1465,39053
711,1467,50536
712,1468,76010
713,1472,18561
714,1473,18669
715,1474,63699
716,1475,7974
717,1476,80465
718,1483,72718
719,1484,44301
720,1485,64139
721,1486,12064
722,1490,64745
723,1495,78693
724,1496,57223
725,1497,15519
726,1501,26066
727,1502,58128
728,1504,72790
729,1507,70604
730,1510,5500
731,1512,83073
732,1516,85967
733,1520,88435
734,1522,52539
735,1524,72949
736,1530,8896
737,1531,94290
738,1533,96725
739,1534,96847
740,1535,63594
741,1537,3903
742,1538,95061
743,1539,17449
744,1543,13741
745,1544,63667
746,1545,88618
747,1546,54481
748,1548,11524
749,1550,43808
750,1551,17372
751,1552,88242
752,1553,8323
753,1557,30429
754,1558,30169
755,1559,77050
756,1564,52044
757,1567,90022
758,1568,71988
759,1569,96408
760,1572,87159
761,1573,61641
762,1574,54159
763,1576,89762
764,1580,74979
765,1584,65722
766,1586,24405
767,1589,78076
768,1594,46588
769,1596,17558
770,1597,37054
771,1598,91361
772,1600,5049
773,1601,37952
774,1602,409
775,1603,49368
776,1605,81489
777,1606,7920
778,1611,21223
779,1613,64658
780,1614,3259
781,1615,98268
782,1619,10490
783,1621,80700
784,1622,94107
785,1623,92330
786,1631,91530
787,1635,22852
788,1637,46301
789,1638,48302
790,1643,77970
791,1644,80135
792,1645,65470
793,1646,16134
794,1648,85503
795,1651,46351
796,1654,47101
797,1656,33610
798,1658,79944
799,1659,79214
800,1661,61065
801,1663,94880
802,1667,16833
803,1668,6715
804,1670,49700
805,1671,32509
806,1674,48542
807,1676,89409
808,1677,57408
809,1678,53645
810,1679,86383
811,1682,63825
812,1683,84146
813,1685,31060
814,1691,20639
815,1692,70797
816,1693,81523
817,1694,46854
818,1695,95802
819,1697,23057
820,1701,85988
821,1702,15617
822,1703,81403
823,1706,37177
824,1709,41885
825,1713,81494
826,1722,62998
827,1723,82202
828,1725,95612
829,1726,88161
830,1727,23104
831,1728,84014
832,1729,72486
833,1731,1775
834,1734,28995
835,1735,47115
836,1736,17265
837,1737,23297
838,1738,33981
839,1739,52211
840,1743,91326
841,1745,2462
842,1748,32366
843,1750,37412
844,1751,71505
845,1754,36709
846,1756,88615
847,1760,15254
848,1762,22634
849,1765,77217
850,1767,74360
851,1768,24002
852,1774,79215
853,1775,26530
854,1776,89515
855,1777,30178
856,1778,65424
857,1779,68168
858,1783,69395
859,1784,7416
860,1785,69088
861,1786,3115
862,1790,25975
863,1791,71327
864,1792,41154
865,1794,21975
866,1795,70660
867,1796,12620
868,1797,41912
869,1799,69210
870,1800,99441
871,1801,46477
872,1802,30464
873,1804,37356
874,1808,12485
875,1809,91885
876,1810,68450
877,1812,99499
878,1813,34472
879,1816,7966
880,1817,22358
881,1823,66156
882,1826,64211
883,1827,23929
884,1828,67556
885,1829,36357
886,1830,85792
887,1831,31990
888,1832,91007
889,1834,89900
890,1837,58362
891,1838,25006
892,1839,61256
893,1840,36797
894,1841,49806
895,1846,18394
896,1847,49027
897,1848,65420
898,1849,34532
899,1850,57312
900,1851,51263
901,1852,44121
902,1854,91259
903,1857,74278
904,1860,64440
905,1862,47214
906,1863,23509
907,1866,3157
908,1870,99280
909,1871,60446
910,1873,25611
911,1874,44652
912,1875,76669
913,1878,76244
914,1880,92964
915,1881,43175
916,1884,66607
917,1885,76616
918,1886,81225
919,1887,74621
920,1890,31703
921,1892,74664
922,1895,67429
923,1898,37313
924,1899,9902
925,1902,94132
926,1908,94233
927,1909,35077
928,1910,48959
929,1915,97530
930,1916,54649
931,1917,1479
932,1918,9701
933,1919,10926
934,1920,91428
935,1922,44551
936,1925,1776
937,1926,25666
938,1927,11165
939,1928,26318
940,1929,92909
941,1931,17559
942,1933,51771
943,1934,46652
944,1936,1906
945,1937,5817
946,1938,27637
947,1940,40284
948,1941,79089
949,1943,51070
950,1945,38406
951,1947,77871
952,1948,93224
953,1949,61924
954,1950,87267
955,1956,11013
956,1957,53797
957,1958,66082
958,1960,68783
959,1961,82889
960,1965,55138
961,1970,92013
962,1971,7388
963,1975,27092
964,1976,26096
965,1979,52514
966,1980,78070
967,1981,1925
968,1983,10027
969,1984,40188
970,1985,47058
971,1987,6783
972,1992,93961
973,1994,28046
974,1997,22349
975,1998,34708
976,1999,17554
977,2001,65939
978,2002,1640
979,2004,45801
980,2005,98609
981,2006,90240
982,2007,38578
983,2008,2854
984,2009,41513
985,2012,64209
986,2013,65800
987,2016,84649
988,2017,89481
989,2018,62985
990,2020,68108
991,2021,25375
992,2023,47567
993,2024,3154
994,2026,5690
995,2028,82932
996,2029,22219
997,2030,60899
998,2033,97403
999,2036,22825
1000,2037,95969
1001,2039,25789
1002,2042,23080
1003,2043,80325
1004,2044,87541
1005,2046,32221
1006,2050,34173
1007,2051,56151
1008,2052,40136
1009,2054,56822
1010,2055,84794
1011,2059,60325
1012,2060,61213
1013,2064,66848
1014,2071,60976
1015,2073,34000
1016,2074,9821
1017,2078,45350
1018,2079,115
1019,2080,97209
1020,2081,41266
1021,2082,11752
1022,2083,47865
1023,2084,72080
1024,2087,13717
1025,2090,81115
1026,2091,79127
1027,2096,75893
1028,2097,10733
1029,2098,22882
1030,2099,21066
1031,2101,88885
1032,2103,87536
1033,2106,92231
1034,2107,47281
1035,2111,54427
1036,2112,62251
1037,2116,74847
1038,2118,1698
1039,2119,31306
1040,2120,15716
1041,2121,19769
1042,2122,1750
1043,2127,55073
1044,2128,66769
1045,2129,42008
1046,2130,65199
1047,2131,52899
1048,2132,56119
1049,2133,65034
1050,2134,80587
1051,2136,75986
1052,2138,94909
1053,2144,82958
1054,2145,81806
1055,2146,50955
1056,2148,21531
1057,2149,28513
1058,2150,62352
1059,2153,53473
1060,2155,41792
1061,2156,71675
1062,2158,22927
1063,2159,36386
1064,2162,6878
1065,2163,17903
1066,2164,83318
1067,2165,35397
1068,2166,34742
1069,2168,80655
1070,2172,92862
1071,2173,62642
1072,2174,32353
1073,2177,89836
1074,2179,73244
1075,2182,43040
1076,2183,9773
1077,2184,66347
1078,2187,75782
1079,2190,2762
1080,2191,20100
1081,2192,28721
1082,2197,2618
1083,2198,9076
1084,2199,51246
1085,2200,76721
1086,2203,15226
1087,2204,94330
1088,2206,22185
1089,2207,65396
1090,2208,23826
1091,2209,85944
1092,2211,16063
1093,2212,37363
1094,2214,25750
1095,2217,1661
1096,2219,25297
1097,2220,7936
1098,2221,82598
1099,2223,6126
1100,2224,38327
1101,2226,29106
1102,2227,94076
1103,2229,87823
1104,2230,89887
1105,2232,80058
1106,2234,99046
1107,2235,46666
1108,2236,19964
1109,2237,18942
1110,2241,78134
1111,2242,44014
1112,2243,28195
1113,2246,88564
1114,2248,18531
1115,2249,78235
1116,2251,63655
1117,2253,6194
1118,2254,85631
1119,2255,10271
1120,2256,80257
1121,2260,44512
1122,2262,46450
1123,2271,11127
1124,2274,237
1125,2278,89551
1126,2280,61264
1127,2281,95198
1128,2282,8633
1129,2286,78832
1130,2288,68056
1131,2289,61214
1132,2293,79316
1133,2294,371
1134,2296,20053
1135,2301,83663
1136,2303,24334
1137,2304,10129
1138,2305,41387
1139,2306,17969
1140,2307,26996
1141,2311,3645
1142,2315,28251
1143,2316,27564
1144,2317,13884
1145,2318,9339
1146,2322,5183
1147,2323,15576
1148,2324,56035
1149,2326,49904
1150,2327,58147
1151,2330,95361
1152,2338,49276
1153,2343,89246
1154,2345,85468
1155,2357,46040
1156,2360,8902
1157,2365,49088
1158,2366,77230
1159,2368,54485
1160,2369,21531
1161,2370,32926
1162,2372,48975
1163,2373,12135
1164,2376,80393
1165,2377,39674
1166,2378,8464
1167,2379,34115
1168,2380,68211
1169,2381,77726
1170,2382,30823
1171,2384,26954
1172,2387,38090
1173,2389,39086
1174,2398,83125
1175,2400,3814
1176,2402,77367
1177,2403,32801
1178,2405,33014
1179,2406,10116
1180,2410,68338
1181,2414,66934
1182,2415,26316
1183,2417,61066
1184,2418,19025
1185,2419,64497
1186,2420,11427
1187,2421,88940
1188,2424,87913
1189,2425,58418
1190,2427,53541
1191,2428,8679
1192,2430,55344
1193,2431,96531
1194,2433,16827
1195,2435,26409
1196,2436,78937
1197,2437,95958
1198,2443,67300
1199,2444,73542
1200,2447,89347
1201,2448,32082
1202,2451,51506
1203,2454,23495
1204,2455,96803
1205,2457,94327
1206,2458,92378
1207,2461,26294
1208,2465,38344
1209,2467,80732
1210,2469,16089
1211,2470,13986
1212,2472,61038
1213,2474,50077
1214,2475,59239
1215,2476,81565
1216,2477,6310
1217,2479,77497
1218,2480,52555
1219,2481,60628
1220,2483,56729
1221,2484,52669
1222,2487,42581
1223,2488,86710
1224,2489,9207
1225,2490,12103
1226,2493,28175
1227,2494,59446
1228,2495,52770
1229,2496,7629
1230,2500,54918
1231,2501,26825
1232,2503,86566
1233,2508,49006
1234,2510,39098
1235,2511,34919
1236,2512,52425
1237,2513,26859
1238,2515,61222
1239,2517,57315
1240,2518,39696
1241,2519,8118
1242,2521,69550
1243,2522,23617
1244,2523,96107
1245,2525,14147
1246,2527,53437
1247,2536,92447
1248,2537,20347
1249,2538,37550
1250,2539,57210
1251,2540,46612
1252,2541,53658
1253,2542,34167
1254,2543,62391
1255,2544,91411
1256,2547,74582
1257,2549,26361
1258,2552,40258
1259,2553,31637
1260,2554,40556
1261,2557,97605
1262,2558,26537
1263,2559,27688
1264,2560,15283
1265,2561,47560
1266,2563,38533
1267,2564,72141
1268,2568,64464
1269,2570,11327
1270,2571,17847
1271,2572,77715
1272,2574,52578
1273,2575,22684
1274,2578,6823
1275,2582,94861
1276,2583,83141
1277,2586,43126
1278,2587,95393
1279,2588,11196
1280,2590,8062
1281,2592,36646
1282,2595,26947
1283,2600,53756
1284,2603,28064
1285,2606,991
1286,2609,65394
1287,2610,75498
1288,2615,1911
1289,2617,91586
1290,2622,55553
1291,2624,63658
1292,2628,824
1293,2633,74758
1294,2637,693
1295,2639,30071
1296,2640,1762
1297,2641,1878
1298,2646,63200
1299,2648,2804
1300,2651,1017
1301,2653,19854
1302,2655,36925
1303,2657,74971
1304,2658,32564
1305,2660,96599
1306,2662,35924
1307,2663,52158
1308,2666,58730
1309,2668,42314
1310,2669,24164
1311,2671,23641
1312,2673,41330
1313,2675,50112
1314,2677,62918
1315,2678,38706
1316,2680,16368
1317,2682,45175
1318,2686,12919
1319,2687,23765
1320,2689,21491
1321,2690,12699
1322,2692,88500
1323,2694,8550
1324,2696,45710
1325,2698,58619
1326,2701,85450
1327,2702,88510
1328,2703,35461
1329,2704,49393
1330,2705,4714
1331,2708,20126
1332,2709,24759
1333,2710,30295
1334,2711,21581
1335,2712,24033
1336,2713,49780
1337,2714,78231
1338,2715,45889
1339,2717,65740
1340,2719,47611
1341,2720,9353
1342,2721,28055
1343,2724,98093
1344,2726,27592
1345,2727,83517
1346,2733,9645
1347,2734,96232
1348,2739,72026
1349,2746,8447
1350,2747,80237
1351,2751,81866
1352,2754,29924
1353,2760,1445
1354,2763,12074
1355,2765,70714
1356,2766,9394
1357,2768,57187
1358,2769,97340
1359,2770,80015
1360,2772,86111
1361,2775,9836
1362,2776,57329
1363,2778,73639
1364,2780,12675
1365,2782,24278
1366,2783,24443
1367,2784,42690
1368,2785,62203
1369,2786,45843
1370,2788,17642
1371,2792,58299
1372,2795,81894
1373,2798,75063
1374,2801,53981
1375,2803,32093
1376,2805,18494
1377,2809,79236
1378,2810,42002
1379,2811,11142
1380,2816,92235
1381,2819,39234
1382,2821,89579
1383,2831,60822
1384,2832,31087
1385,2836,9589
1386,2838,43307
1387,2842,62281
1388,2843,69900
1389,2844,77860
1390,2849,60165
1391,2851,30909
1392,2853,25036
1393,2856,85695
1394,2858,54631
1395,2860,76365
1396,2862,13107
1397,2867,86470
1398,2869,69851
1399,2873,49319
1400,2874,18657
1401,2876,97498
1402,2877,79383
1403,2880,71766
1404,2884,46159
1405,2885,74148
1406,2890,714
1407,2893,5974
1408,2894,44718
1409,2898,55913
1410,2900,33335
1411,2905,21232
1412,2906,18463
1413,2907,30816
1414,2908,16103
1415,2913,56293
1416,2915,27206
1417,2916,13276
1418,2917,34840
1419,2919,21780
1420,2920,15536
1421,2921,57211
1422,2924,46772
1423,2925,64866
1424,2926,29430
1425,2927,13914
1426,2928,93927
1427,2929,88101
1428,2931,98379
1429,2932,55355
1430,2933,3928
1431,2934,53547
1432,2937,11961
1433,2938,85235
1434,2941,19515
1435,2942,95089
1436,2947,10985
1437,2948,22559
1438,2949,6792
1439,2950,2498
1440,2954,95409
1441,2955,28432
1442,2956,10273
1443,2957,71625
1444,2958,7521
1445,2960,947
1446,2962,14817
1447,2963,32801
1448,2965,30186
1449,2966,85613
1450,2967,9648
1451,2969,92323
1452,2971,92143
1453,2972,52393
1454,2973,78909
1455,2977,70305
1456,2978,58081
1457,2981,73022
1458,2983,98730
1459,2984,49035
1460,2988,35836
1461,2996,74024
1462,2997,12817
1463,3003,28572
1464,3004,28453
1465,3005,91602
1466,3006,90517
1467,3008,33799
1468,3010,64118
1469,3011,49725
1470,3012,57228
1471,3014,42309
1472,3016,92073
1473,3017,27575
1474,3018,55158
1475,3019,94548
1476,3020,56274
1477,3021,7516
1478,3022,90171
1479,3024,41442
1480,3027,63348
1481,3029,99599
1482,3030,15968
1483,3031,47961
1484,3033,26976
1485,3034,30714
1486,3035,91994
1487,3037,18597
1488,3038,97722
1489,3042,49710
1490,3051,34773
1491,3054,14583
1492,3055,63931
1493,3056,13193
1494,3058,21461
1495,3059,33531
1496,3060,11394
1497,3061,59199
1498,3065,45659
1499,3066,67316
1500,3074,23296
1501,3075,40391
1502,3076,77522
1503,3077,89210
1504,3078,19627
1505,3081,34172
1506,3083,89078
1507,3084,282
1508,3086,47165
1509,3087,63731
1510,3090,16173
1511,3092,37893
1512,3094,44844
1513,3096,51540
1514,3098,45141
1515,3099,15532
1516,3102,63944
1517,3103,56541
1518,3104,54889
1519,3109,32879
1520,3112,23732
1521,3113,96463
1522,3114,12766
1523,3115,97492
1524,3117,84073
1525,3119,86366
1526,3120,54206
1527,3122,28069
1528,3123,78340
1529,3127,98446
1530,3128,24279
1531,3129,41968
1532,3130,43331
1533,3132,90975
1534,3133,13136
1535,3135,95071
1536,3136,90060
1537,3137,26743
1538,3138,23342
1539,3140,65446
1540,3144,26364
1541,3145,9924
1542,3147,16936
1543,3148,56199
1544,3150,58015
1545,3151,27478
1546,3152,98812
1547,3154,56240
1548,3156,11501
1549,3157,6060
1550,3161,33674
1551,3162,40513
1552,3167,98876
1553,3168,98511
1554,3169,42860
1555,3172,50531
1556,3173,2467
1557,3174,57070
1558,3175,99897
1559,3176,76833
1560,3177,84416
1561,3178,19592
1562,3180,72097
1563,3181,37926
1564,3182,80310
1565,3183,14703
1566,3184,77938
1567,3186,74831
1568,3188,31490
1569,3189,4450
1570,3190,68305
1571,3194,98690
1572,3195,40102
1573,3198,41891
1574,3200,1418
1575,3202,56929
1576,3203,44102
1577,3204,37179
1578,3205,99304
1579,3206,59874
1580,3207,78536
1581,3209,12544
1582,3210,5332
1583,3211,29251
1584,3215,58530
1585,3218,6513
1586,3221,92442
1587,3222,34506
1588,3230,6224
1589,3232,49171
1590,3234,59465
1591,3236,4415
1592,3237,69853
1593,3239,61533
1594,3241,10541
1595,3242,8171
1596,3244,3167
1597,3255,9520
1598,3256,91281
1599,3257,3395
1600,3259,2183
1601,3260,17566
1602,3261,2908
1603,3262,96177
1604,3264,1919
1605,3266,72897
1606,3267,88151
1607,3269,12252
1608,3277,43668
1609,3280,28662
1610,3283,18026
1611,3288,48834
1612,3291,55671
1613,3292,97698
1614,3300,83971
1615,3301,23886
1616,3302,48915
1617,3303,6155
1618,3307,60930
1619,3308,91290
1620,3310,93485
1621,3312,94222
1622,3313,84842
1623,3315,80340
1624,3316,73474
1625,3317,64765
1626,3325,35511
1627,3326,11361
1628,3327,74894
1629,3328,81682
1630,3331,60658
1631,3332,85102
1632,3333,98698
1633,3342,40297
1634,3343,41768
1635,3345,57179
1636,3347,36425
1637,3350,19127
1638,3351,74874
1639,3352,7885
1640,3353,47248
1641,3356,97146
1642,3357,59722
1643,3358,83163
1644,3360,42069
1645,3364,43224
1646,3366,38876
1647,3367,68649
1648,3369,67448
1649,3370,14391
1650,3371,64432
1651,3373,96768
1652,3374,33045
1653,3376,17999
1654,3377,72485
1655,3380,6116
1656,3381,37492
1657,3390,97820
1658,3391,30962
1659,3395,9797
1660,3396,57264
1661,3398,35365
1662,3399,85441
1663,3401,10154
1664,3402,93735
1665,3403,71368
1666,3405,92734
1667,3406,33811
1668,3407,90345
1669,3408,22038
1670,3409,34176
1671,3410,65384
1672,3411,71338
1673,3414,28149
1674,3415,2482
1675,3416,13987
1676,3421,84277
1677,3423,57777
1678,3424,82667
1679,3425,14368
1680,3429,69150
1681,3436,94409
1682,3437,89596
1683,3439,9938
1684,3440,20609
1685,3442,82739
1686,3446,44908
1687,3447,48395
1688,3449,20112
1689,3452,88276
1690,3453,83044
1691,3455,44597
1692,3456,22821
1693,3457,1931
1694,3458,17144
1695,3459,22826
1696,3464,20256
1697,3465,53661
1698,3469,23317
1699,3470,12355
1700,3471,25049
1701,3477,68755
1702,3480,87453
1703,3481,94170
1704,3482,47052
1705,3483,48451
1706,3486,60833
1707,3488,97177
1708,3492,30007
1709,3497,5236
1710,3498,85829
1711,3500,8286
1712,3501,26312
1713,3503,82075
1714,3504,36781
1715,3505,5718
1716,3507,38275
1717,3517,23452
1718,3518,52111
