id,object_id,location_id
532,532,15523
533,533,1367
534,534,11329
535,535,2003
536,536,8589
537,537,931
538,538,12100
539,539,14160
540,540,9196
541,541,17151
542,542,14138
543,543,6294
544,544,14153
545,545,13649
546,546,2692
547,547,4211
548,548,6396
549,549,13384
550,550,7891
551,551,17694
552,552,1467
553,553,1234
554,554,9957
555,555,9382
556,556,10402
557,557,19419
558,558,6453
559,559,12916
560,560,6577
561,561,11408
562,562,14724
563,563,10068
564,564,10041
565,565,17570
566,566,1752
567,567,1867
568,568,14451
569,569,11383
570,570,9836
571,571,1664
572,572,17360
573,573,9272
574,574,10266
575,575,16654
576,576,5039
577,577,1523
578,578,13544
579,579,13530
580,580,131
581,581,14520
582,582,6493
583,583,1154
584,584,6455
585,585,7375
586,586,823
587,587,11019
588,588,14690
589,589,18147
590,590,7965
591,591,6051
592,592,7414
593,593,693
594,594,15156
595,595,1844
596,596,4906
597,597,535
598,598,3098
599,599,5281
600,600,3956
601,601,3165
602,602,6638
603,603,19182
604,604,16862
605,605,2288
606,606,7315
607,607,13404
608,608,17443
609,609,15165
610,610,12979
611,611,19545
612,612,12552
613,613,9837
614,614,3354
615,615,19627
616,616,15476
617,617,12218
618,618,9655
619,619,5292
620,620,15176
621,621,5091
622,622,3269
623,623,5485
624,624,5801
625,625,12190
626,626,4684
627,627,7976
628,628,7378
629,629,8915
630,630,7239
631,631,16160
632,632,7069
633,633,13382
634,634,16034
635,635,6802
636,636,16405
637,637,9166
638,638,3190
639,639,8114
640,640,879
641,641,15932
642,642,893
643,643,16107
644,644,3019
645,645,10393
646,646,313
647,647,1021
648,648,16167
649,649,14350
650,650,10423
651,651,18505
652,652,2923
653,653,4578
654,654,4462
655,655,8033
656,656,7620
657,657,14240
658,658,460
659,659,4725
660,660,12347
661,661,5595
662,662,7260
663,663,2716
664,664,7634
665,665,616
666,666,14566
667,667,8966
668,668,8443
669,669,17809
670,670,3705
671,671,11179
672,672,10314
673,673,9000
674,674,11542
675,675,5294
676,676,5360
677,677,14380
678,678,2641
679,679,15948
680,680,1782
681,681,9016
682,682,12056
683,683,19015
684,684,2834
685,685,5861
686,686,19530
687,687,6648
688,688,16607
689,689,8100
690,690,8544
691,691,4926
692,692,12526
693,693,14067
694,694,3175
695,695,7947
696,696,11268
697,697,15961
698,698,10860
699,699,15993
700,700,16203
701,701,8718
702,702,9044
703,703,7961
704,704,7214
705,705,12330
706,706,3376
707,707,9232
708,708,5209
709,709,8949
710,710,16425
711,711,4670
712,712,17329
713,713,663
714,714,1548
715,715,871
716,716,16345
717,717,11154
718,718,12049
719,719,5628
720,720,9980
721,721,11808
722,722,13599
723,723,12325
724,724,19788
725,725,15007
726,726,4454
727,727,16326
728,728,7608
729,729,11765
730,730,19343
731,731,9742
732,732,3409
733,733,8639
734,734,4211
735,735,17088
736,736,338
737,737,6795
738,738,6486
739,739,17558
740,740,12886
741,741,259
742,742,12562
743,743,14796
744,744,9504
745,745,14301
746,746,17956
747,747,13124
748,748,7000
749,749,10323
750,750,10252
751,751,836
752,752,16163
753,753,18517
754,754,11524
755,755,4631
756,756,2728
757,757,13411
758,758,7568
759,759,14008
760,760,12857
761,761,807
762,762,4108
763,763,5023
764,764,8572
765,765,5183
766,766,174
767,767,2839
768,768,7672
769,769,18127
770,770,4176
771,771,18729
772,772,3501
773,773,12434
774,774,815
775,775,9363
776,776,5601
777,777,17728
778,778,4020
779,779,12251
780,780,17561
781,781,14402
782,782,8132
783,783,9710
784,784,12644
785,785,746
786,786,12801
787,787,18311
788,788,4624
789,789,2475
790,790,7266
791,791,889
792,792,1763
793,793,353
794,794,15613
795,795,2800
796,796,19673
797,797,19853
798,798,14422
799,799,16975
800,800,18984
801,801,6085
802,802,19745
803,803,7214
804,804,2853
805,805,16510
806,806,993
807,807,9678
808,808,15546
809,809,548
810,810,3100
811,811,10458
812,812,6815
813,813,8747
814,814,9682
815,815,10571
816,816,2145
817,817,1039
818,818,1912
819,819,19912
820,820,16293
821,821,3972
822,822,6520
823,823,19514
824,824,1297
825,825,2093
826,826,17898
827,827,19465
828,828,15627
829,829,8137
830,830,13829
831,831,17131
832,832,13718
833,833,15001
834,834,7527
835,835,13674
836,836,16352
837,837,5900
838,838,7353
839,839,1766
840,840,8890
841,841,3272
842,842,12025
843,843,13762
844,844,4259
845,845,3832
846,846,4847
847,847,11890
848,848,2013
849,849,18207
850,850,2003
851,851,16316
852,852,17183
853,853,6356
854,854,15962
855,855,4757
856,856,7708
857,857,12441
858,858,8904
859,859,5763
860,860,13685
861,861,18812
862,862,3208
863,863,10801
864,864,18851
865,865,19695
866,866,13802
867,867,4202
868,868,3718
869,869,7702
870,870,10321
871,871,1275
872,872,13231
873,873,16874
874,874,6264
875,875,18800
876,876,14606
877,877,5520
878,878,18581
879,879,17315
880,880,17600
881,881,2861
882,882,7583
883,883,4714
884,884,5672
885,885,18174
886,886,19130
887,887,1714
888,888,6796
889,889,6873
890,890,10856
891,891,226
892,892,8841
893,893,357
894,894,13468
895,895,16066
896,896,6983
897,897,13495
898,898,1485
899,899,11015
900,900,2649
901,901,18232
902,902,19995
903,903,18356
904,904,15684
905,905,11711
906,906,419
907,907,4335
908,908,15515
909,909,10124
910,910,5543
911,911,6837
912,912,14072
913,913,2976
914,914,13902
915,915,9148
916,916,11748
917,917,5459
918,918,6340
919,919,18316
920,920,2447
921,921,2305
922,922,6803
923,923,7236
924,924,6357
925,925,16178
926,926,3021
927,927,19508
928,928,11525
929,929,16508
930,930,19049
931,931,13080
932,932,107
933,933,19861
934,934,6760
935,935,3185
936,936,14629
937,937,18317
938,938,13677
939,939,6246
940,940,15079
941,941,15106
942,942,1393
943,943,9842
944,944,1454
945,945,15507
946,946,15566
947,947,16934
948,948,7606
949,949,2972
950,950,13321
951,951,1435
952,952,18393
953,953,14716
954,954,5493
955,955,6738
956,956,15348
957,957,18573
958,958,10805
959,959,8590
960,960,17000
961,961,9655
962,962,6738
963,963,3785
964,964,16616
965,965,19861
966,966,1732
967,967,13707
968,968,15506
969,969,15641
970,970,9949
971,971,9067
972,972,14618
973,973,9098
974,974,19467
975,975,5867
976,976,17898
977,977,8514
978,978,4738
979,979,6788
980,980,11643
981,981,11090
982,982,8090
983,983,943
984,984,3160
985,985,13676
986,986,3220
987,987,19206
988,988,16813
989,989,7039
990,990,10375
991,991,2111
992,992,10656
993,993,5073
994,994,2
995,995,4882
996,996,4295
997,997,16289
998,998,19829
999,999,11140
1000,1000,19517
1001,1001,3874
1002,1002,17593
1003,1003,14762
1004,1004,98
1005,1005,12495
1006,1006,16390
1007,1007,1159
1008,1008,7928
1009,1009,10594
1010,1010,9689
1011,1011,10227
1012,1012,16705
1013,1013,3154
1014,1014,4446
1015,1015,881
1016,1016,16318
1017,1017,4222
1018,1018,13407
1019,1019,15634
1020,1020,11249
1021,1021,18832
1022,1022,1852
1023,1023,140
1024,1024,3211
1025,1025,13502
1026,1026,16861
1027,1027,12911
1028,1028,15816
1029,1029,10834
1030,1030,6927
1031,1031,19061
1032,1032,4335
1033,1033,14129
1034,1034,15079
1035,1035,8515
1036,1036,17996
1037,1037,3992
1038,1038,18715
1039,1039,12316
1040,1040,8911
1041,1041,15900
1042,1042,1202
1043,1043,3432
1044,1044,17852
1045,1045,9884
1046,1046,6960
1047,1047,12199
1048,1048,2349
1049,1049,9557
1050,1050,3576
1051,1051,10427
1052,1052,4430
1053,1053,19995
1054,1054,7826
1055,1055,19324
1056,1056,19233
1057,1057,10358
1058,1058,8700
1059,1059,11939
1060,1060,7513
1061,1061,912
1062,1062,5403
1063,1063,2912
1064,1064,4535
1065,1065,11200
1066,1066,17113
1067,1067,19672
1068,1068,11414
1069,1069,12215
1070,1070,15124
1071,1071,12622
1072,1072,11849
1073,1073,18416
1074,1074,5858
1075,1075,1899
1076,1076,2520
1077,1077,4315
1078,1078,728
1079,1079,4332
1080,1080,3013
1081,1081,19099
1082,1082,4724
1083,1083,10368
1084,1084,18119
1085,1085,7646
1086,1086,13281
1087,1087,787
1088,1088,2452
1089,1089,9510
1090,1090,10186
1091,1091,14289
1092,1092,7435
1093,1093,19229
1094,1094,10699
1095,1095,5737
1096,1096,6647
1097,1097,1226
1098,1098,15483
1099,1099,9377
1100,1100,14674
1101,1101,907
1102,1102,1822
1103,1103,11054
1104,1104,6843
1105,1105,2311
1106,1106,13780
1107,1107,1826
1108,1108,11833
1109,1109,13190
1110,1110,16935
1111,1111,11546
1112,1112,18194
1113,1113,16082
1114,1114,1923
1115,1115,1475
1116,1116,104
1117,1117,15764
1118,1118,15726
1119,1119,8173
1120,1120,15428
1121,1121,7940
1122,1122,19063
1123,1123,11772
1124,1124,14507
1125,1125,11646
1126,1126,867
1127,1127,806
1128,1128,16798
1129,1129,12259
1130,1130,9092
1131,1131,8413
1132,1132,4805
1133,1133,15801
1134,1134,2889
1135,1135,2505
1136,1136,4290
1137,1137,1832
1138,1138,11588
1139,1139,15356
1140,1140,5464
1141,1141,3663
1142,1142,2523
1143,1143,11582
1144,1144,9848
1145,1145,9828
1146,1146,18210
1147,1147,13820
1148,1148,14902
1149,1149,19031
1150,1150,2772
1151,1151,14150
1152,1152,486
1153,1153,7524
1154,1154,9161
1155,1155,1610
1156,1156,15960
1157,1157,19710
1158,1158,1192
1159,1159,4865
1160,1160,17746
1161,1161,12571
1162,1162,7709
1163,1163,18892
1164,1164,12185
1165,1165,13470
1166,1166,1620
1167,1167,4882
1168,1168,16083
1169,1169,15763
1170,1170,13969
1171,1171,6691
1172,1172,359
1173,1173,4755
1174,1174,2591
1175,1175,5619
1176,1176,16840
1177,1177,17285
1178,1178,19876
1179,1179,6228
1180,1180,14358
1181,1181,7453
1182,1182,13936
1183,1183,17116
1184,1184,1653
1185,1185,12871
1186,1186,2455
1187,1187,8069
1188,1188,1867
1189,1189,14325
1190,1190,16125
1191,1191,14085
1192,1192,8811
1193,1193,4496
1194,1194,9159
1195,1195,14406
1196,1196,4763
1197,1197,524
1198,1198,2831
1199,1199,9347
1200,1200,7196
1201,1201,13508
1202,1202,18581
1203,1203,1655
1204,1204,17489
1205,1205,14078
1206,1206,13681
1207,1207,1375
1208,1208,3379
1209,1209,17676
1210,1210,5541
1211,1211,18808
1212,1212,12406
1213,1213,14837
1214,1214,14646
1215,1215,15673
1216,1216,5885
1217,1217,10133
1218,1218,1641
1219,1219,13550
1220,1220,4244
1221,1221,9137
1222,1222,14986
1223,1223,16013
1224,1224,964
1225,1225,14721
1226,1226,12741
1227,1227,15248
1228,1228,17669
1229,1229,12940
1230,1230,16058
1231,1231,5088
1232,1232,5752
1233,1233,2204
1234,1234,11719
1235,1235,1836
1236,1236,10089
1237,1237,16050
1238,1238,13015
1239,1239,12915
1240,1240,15362
1241,1241,19572
1242,1242,2502
1243,1243,13785
1244,1244,15224
1245,1245,19003
1246,1246,3324
1247,1247,13132
1248,1248,15750
1249,1249,6013
1250,1250,14058
1251,1251,1232
1252,1252,19665
1253,1253,16753
1254,1254,19406
1255,1255,995
1256,1256,10814
1257,1257,914
1258,1258,17310
1259,1259,14842
1260,1260,16200
1261,1261,16169
1262,1262,5548
1263,1263,2868
1264,1264,14067
1265,1265,17459
1266,1266,6314
1267,1267,3194
1268,1268,5308
1269,1269,6362
1270,1270,5988
1271,1271,13287
1272,1272,7454
1273,1273,888
1274,1274,4020
1275,1275,11307
1276,1276,4883
1277,1277,15222
1278,1278,12456
1279,1279,6547
1280,1280,1006
1281,1281,18726
1282,1282,5765
1283,1283,1745
1284,1284,16643
1285,1285,5539
1286,1286,18455
1287,1287,1230
1288,1288,724
1289,1289,10384
1290,1290,8509
1291,1291,2875
1292,1292,8556
1293,1293,13675
1294,1294,19503
1295,1295,9506
1296,1296,3763
1297,1297,6230
1298,1298,12010
1299,1299,13726
1300,1300,3984
1301,1301,2823
1302,1302,15900
1303,1303,19018
1304,1304,565
1305,1305,930
1306,1306,1078
1307,1307,17796
1308,1308,10172
1309,1309,5387
1310,1310,11359
1311,1311,19952
1312,1312,17549
1313,1313,4791
1314,1314,3735
1315,1315,18657
1316,1316,6450
1317,1317,416
1318,1318,2940
1319,1319,10812
1320,1320,9276
1321,1321,15050
1322,1322,763
1323,1323,7264
1324,1324,9569
1325,1325,1549
1326,1326,6461
1327,1327,13310
1328,1328,14394
1329,1329,2661
1330,1330,11664
1331,1331,17754
1332,1332,2768
1333,1333,9072
1334,1334,3894
1335,1335,7317
1336,1336,9477
1337,1337,2518
1338,1338,3512
1339,1339,14323
1340,1340,1407
1341,1341,4355
1342,1342,4062
1343,1343,13906
1344,1344,5212
1345,1345,3859
1346,1346,7121
1347,1347,462
1348,1348,17439
1349,1349,5359
1350,1350,14477
1351,1351,9740
1352,1352,19418
1353,1353,13468
1354,1354,14680
1355,1355,5876
1356,1356,8294
1357,1357,19199
1358,1358,1700
1359,1359,9631
1360,1360,19699
1361,1361,212
1362,1362,1831
1363,1363,11079
1364,1364,7828
1365,1365,1689
1366,1366,3763
1367,1367,19998
1368,1368,9036
1369,1369,7882
1370,1370,18742
1371,1371,12309
1372,1372,17608
1373,1373,11754
1374,1374,13479
1375,1375,3834
1376,1376,17147
1377,1377,15676
1378,1378,11125
1379,1379,9221
1380,1380,1799
1381,1381,12456
1382,1382,2898
1383,1383,7580
1384,1384,1817
1385,1385,5213
1386,1386,14322
1387,1387,8528
1388,1388,6851
1389,1389,5490
1390,1390,6301
1391,1391,5893
1392,1392,15118
1393,1393,10220
1394,1394,16553
1395,1395,6303
1396,1396,10858
1397,1397,5880
1398,1398,14410
1399,1399,5925
1400,1400,9043
1401,1401,10178
1402,1402,1527
1403,1403,259
1404,1404,13499
1405,1405,16489
1406,1406,10434
1407,1407,18185
1408,1408,8551
1409,1409,16387
1410,1410,1292
1411,1411,1361
1412,1412,7256
1413,1413,7830
1414,1414,12235
1415,1415,4611
1416,1416,7422
1417,1417,10950
1418,1418,6419
1419,1419,8609
1420,1420,8777
1421,1421,3583
1422,1422,15860
1423,1423,19746
1424,1424,12657
1425,1425,10871
1426,1426,574
1427,1427,3776
1428,1428,3871
1429,1429,9600
1430,1430,6955
1431,1431,19940
1432,1432,17862
1433,1433,8807
1434,1434,9409
1435,1435,2722
1436,1436,6081
1437,1437,8008
1438,1438,1575
1439,1439,1382
1440,1440,15974
1441,1441,9728
1442,1442,16194
1443,1443,13994
1444,1444,791
1445,1445,1555
1446,1446,8152
1447,1447,9175
1448,1448,2239
1449,1449,12188
1450,1450,15227
1451,1451,8085
1452,1452,5939
1453,1453,7251
1454,1454,10588
1455,1455,7526
1456,1456,1598
1457,1457,5456
1458,1458,19784
1459,1459,17214
1460,1460,16145
1461,1461,3615
1462,1462,9261
1463,1463,728
1464,1464,11439
1465,1465,4356
1466,1466,18372
1467,1467,16576
1468,1468,3626
1469,1469,7493
1470,1470,3541
1471,1471,8498
1472,1472,5495
1473,1473,11793
1474,1474,16868
1475,1475,3340
1476,1476,11336
1477,1477,18652
1478,1478,6039
1479,1479,5377
1480,1480,2056
1481,1481,19227
1482,1482,6735
1483,1483,6560
1484,1484,7932
1485,1485,15681
1486,1486,16549
1487,1487,13324
1488,1488,19606
1489,1489,14577
1490,1490,1920
1491,1491,4963
1492,1492,15706
1493,1493,14211
1494,1494,11796
1495,1495,166
1496,1496,8396
1497,1497,7272
1498,1498,10458
1499,1499,94
1500,1500,9493
1501,1501,3305
1502,1502,12249
1503,1503,255
1504,1504,12457
1505,1505,7259
1506,1506,6547
1507,1507,7451
1508,1508,50
1509,1509,9138
1510,1510,10061
1511,1511,16691
1512,1512,19622
1513,1513,4287
1514,1514,193
1515,1515,15743
1516,1516,6770
1517,1517,10012
1518,1518,4057
1519,1519,7749
1520,1520,18965
1521,1521,3712
1522,1522,14455
1523,1523,7087
1524,1524,11007
1525,1525,19915
1526,1526,5066
1527,1527,12588
1528,1528,1742
1529,1529,8262
1530,1530,10534
1531,1531,16666
1532,1532,7128
1533,1533,7880
1534,1534,1645
1535,1535,11320
1536,1536,5188
1537,1537,16257
1538,1538,17515
1539,1539,19070
1540,1540,995
1541,1541,13343
1542,1542,7843
1543,1543,7375
1544,1544,15541
1545,1545,19742
1546,1546,18691
1547,1547,10347
1548,1548,15345
1549,1549,19751
1550,1550,1482
1551,1551,15700
1552,1552,7665
1553,1553,17193
1554,1554,4072
1555,1555,14835
1556,1556,11185
1557,1557,1875
1558,1558,11676
1559,1559,16686
1560,1560,3321
1561,1561,16934
1562,1562,9896
1563,1563,8310
1564,1564,11081
1565,1565,10826
1566,1566,7827
1567,1567,5232
1568,1568,5410
1569,1569,9126
1570,1570,13827
1571,1571,19419
1572,1572,2143
1573,1573,15726
1574,1574,16664
1575,1575,14300
1576,1576,12263
1577,1577,5768
1578,1578,8711
1579,1579,9777
1580,1580,1892
1581,1581,19674
1582,1582,12253
1583,1583,15317
1584,1584,4777
1585,1585,6053
1586,1586,14064
1587,1587,3797
1588,1588,6652
1589,1589,3748
1590,1590,9366
1591,1591,17479
1592,1592,16240
1593,1593,19995
1594,1594,6929
1595,1595,18409
1596,1596,6704
1597,1597,14736
1598,1598,4410
1599,1599,18068
1600,1600,16674
1601,1601,14976
1602,1602,6730
1603,1603,11131
1604,1604,13296
1605,1605,16009
1606,1606,17855
1607,1607,4779
1608,1608,11352
1609,1609,19408
1610,1610,18778
1611,1611,3722
1612,1612,18090
1613,1613,4697
1614,1614,14643
1615,1615,10943
1616,1616,367
1617,1617,8176
1618,1618,3085
1619,1619,7409
1620,1620,12732
1621,1621,10350
1622,1622,18923
1623,1623,17735
1624,1624,10494
1625,1625,8806
1626,1626,5540
1627,1627,5064
1628,1628,2634
1629,1629,360
1630,1630,552
1631,1631,9784
1632,1632,14532
1633,1633,282
1634,1634,17651
1635,1635,14965
1636,1636,3212
1637,1637,3630
1638,1638,18617
1639,1639,758
1640,1640,10634
1641,1641,19513
1642,1642,626
1643,1643,10822
1644,1644,4781
1645,1645,2081
1646,1646,6111
1647,1647,18425
1648,1648,10359
1649,1649,8969
1650,1650,6631
1651,1651,8548
1652,1652,3575
1653,1653,13227
1654,1654,8189
1655,1655,9288
1656,1656,7615
1657,1657,11970
1658,1658,14455
1659,1659,6537
1660,1660,7132
1661,1661,4907
1662,1662,16722
1663,1663,11009
1664,1664,7847
1665,1665,489
1666,1666,14057
1667,1667,12538
1668,1668,128
1669,1669,11251
1670,1670,17620
1671,1671,7809
1672,1672,6757
1673,1673,19630
1674,1674,13334
1675,1675,17968
1676,1676,13168
1677,1677,14318
1678,1678,12488
1679,1679,13313
1680,1680,14881
1681,1681,19750
1682,1682,18505
1683,1683,10226
1684,1684,2303
1685,1685,7754
1686,1686,6961
1687,1687,12987
1688,1688,17801
1689,1689,15693
1690,1690,18460
1691,1691,17718
1692,1692,3416
1693,1693,2290
1694,1694,13761
1695,1695,3390
1696,1696,18162
1697,1697,6863
1698,1698,6060
1699,1699,3729
1700,1700,18449
1701,1701,14528
1702,1702,17560
1703,1703,11872
1704,1704,7597
1705,1705,3694
1706,1706,19034
1707,1707,3061
1708,1708,14970
1709,1709,12606
1710,1710,1790
1711,1711,1016
1712,1712,11197
1713,1713,6956
1714,1714,12379
1715,1715,14163
1716,1716,11565
1717,1717,4315
1718,1718,8081
1719,1719,11188
1720,1720,3607
1721,1721,18791
1722,1722,7783
1723,1723,7308
1724,1724,886
1725,1725,17716
1726,1726,2654
1727,1727,11325
1728,1728,18881
1729,1729,14944
1730,1730,14774
1731,1731,16133
1732,1732,14419
1733,1733,10398
1734,1734,732
1735,1735,18648
1736,1736,19789
1737,1737,13060
1738,1738,3670
1739,1739,4971
1740,1740,18244
1741,1741,2963
1742,1742,13058
1743,1743,13151
1744,1744,660
1745,1745,835
1746,1746,469
1747,1747,9543
1748,1748,10982
1749,1749,17099
1750,1750,2518
1751,1751,7833
1752,1752,7166
1753,1753,2586
1754,1754,7069
1755,1755,3443
1756,1756,5332
1757,1757,8746
1758,1758,599
1759,1759,1027
1760,1760,12944
1761,1761,10018
1762,1762,14105
1763,1763,11972
1764,1764,2379
1765,1765,15583
1766,1766,19374
1767,1767,16710
1768,1768,14546
1769,1769,2055
1770,1770,3308
1771,1771,8279
1772,1772,19916
1773,1773,8933
1774,1774,6464
1775,1775,19277
1776,1776,9215
1777,1777,6998
1778,1778,13370
1779,1779,3591
1780,1780,5463
1781,1781,269
1782,1782,1065
1783,1783,9203
1784,1784,18615
1785,1785,10955
